epoch,train_loss,test_loss
1,-0.8174442402936299,-0.9253635884024376
2,-0.9203711814740125,-0.93260673242946
3,-0.9306777290035697,-0.9418360962424167
4,-0.9366940050265369,-0.9526555565900581
5,-0.9428627113734974,-0.9463794263989427
6,-0.9465092396736146,-0.9546261151169622
7,-0.948313932278577,-0.9437231816524683
8,-0.9492581830305211,-0.9458613297967023
9,-0.9530677723884583,-0.9709045021339905
10,-0.9530072407161488,-0.9666583186665246
11,-0.9517316248136408,-0.9662970910238665
12,-0.9542591637022355,-0.9689233469408612
13,-0.955380991416819,-0.9681567980799564
14,-0.9568379712806029,-0.9202110456865887
15,-0.9550754153027254,-0.9662043657413749
16,-0.9568739428940941,-0.9659721073716185
17,-0.9572965124775382,-0.9545283213604329
18,-0.9586759475399466,-0.972733899465827
19,-0.9598029836486368,-0.9658197661471921
20,-0.9591678832559024,-0.9703876037930333
21,-0.9601762513553395,-0.967296121148176
22,-0.9608222801545087,-0.9702373313349347
23,-0.962321796837975,-0.9722322109133699
24,-0.9621331198075238,-0.9715883948082148
25,-0.9634077612091513,-0.9576162506674611
26,-0.9639202328289256,-0.9781262017959772
27,-0.961028187345056,-0.9744293772897055
28,-0.9615511225952822,-0.9725300300953
29,-0.9611303131019368,-0.9633263469435448
30,-0.9622594500990475,-0.9704136874786643
31,-0.9640453758660484,-0.9753727796465852
32,-0.9638226340798771,-0.9585560503394105
33,-0.9650516177626217,-0.960739502518676
34,-0.9641745670402752,-0.9577924839978994
35,-0.9662476181983948,-0.9533865573794342
36,-0.9651245607348049,-0.9809035760025645
37,-0.9687662159695345,-0.97879647085833
38,-0.9671781781140496,-0.9715570659138436
39,-0.968546069650089,-0.9794567449148311
40,-0.9687251585371354,-0.9783997645211774
41,-0.9695309995903688,-0.9791309980458991
42,-0.9719287270658157,-0.9778413864069206
43,-0.9716343056454378,-0.9800955733587575
44,-0.9703193182805006,-0.9786080033280129
45,-0.9690983956701615,-0.9803045720555061
46,-0.9714731630157022,-0.9775189609028573
47,-0.9711323391689973,-0.9812150930249414
48,-0.9725033342838287,-0.9475119001643603
49,-0.9732192751239328,-0.9809085947136547
50,-0.9739803096126107,-0.9814901645793471
