epoch,train_loss,test_loss
1,1.7564394517089184,-0.0963118559025504
2,-0.3290724964054487,-0.3949855741182411
3,-0.4635774786711588,-0.5160752924021196
4,-0.5980141251577474,-0.6039943806873059
5,-0.6952583983720068,-0.655799450614938
6,-0.7405516335501989,-0.7010986680693833
7,-0.7819258417579196,-0.6618308300129425
8,-0.7956790645307936,-0.7389132415852797
9,-0.8083392121183389,-0.7792008800960986
10,-0.825471570921362,-0.7539926238024585
11,-0.8364282241590966,-0.7700157215013916
12,-0.841440953501997,-0.7352657906067224
13,-0.8470084271908851,-0.7984248525244586
14,-0.8530633445310958,-0.7167248245742586
15,-0.8564440648827338,-0.7978388217082362
16,-0.8628614564780207,-0.7384873788573859
17,-0.8659864798890017,-0.8054631885348095
18,-0.8714198909806004,-0.7940990557434199
19,-0.8613917151015141,-0.7982210118645503
20,-0.8780697018136592,-0.7838724690880396
21,-0.8785641242353183,-0.8183758922473148
22,-0.8843021593245332,-0.7701758039402373
23,-0.8876874767415234,-0.803753231300248
24,-0.8881099865183251,-0.8203544098010034
25,-0.8912188129709688,-0.7923775269385473
26,-0.8974547310113123,-0.7991638184237627
27,-0.8990122453602355,-0.8280222279973972
28,-0.8964379830663333,-0.8236420410098853
29,-0.9009044213793755,-0.8203066312880428
30,-0.9025135496294642,-0.8356485148270925
31,-0.9036383029860969,-0.815665309033414
32,-0.9052381536393933,-0.8177806599732534
33,-0.9069830896363462,-0.828218457305137
34,-0.9089946569579063,-0.8393248025465895
35,-0.9109088955090053,-0.8421492109144175
36,-0.911187072050924,-0.8415738935363881
37,-0.9127904290959712,-0.8439196459765052
38,-0.9127925367044593,-0.8273811811604249
39,-0.9092172129000134,-0.849339424515212
40,-0.9156467126272333,-0.8392468269500467
41,-0.9171959392212307,-0.7976405134355581
42,-0.9190701230266922,-0.8505112035360969
43,-0.9194403728153985,-0.8380726397221471
44,-0.9203351286259304,-0.8452436757492431
45,-0.9224037672642941,-0.8435177379920159
46,-0.9237086854524185,-0.8464979078298733
47,-0.9241906539307497,-0.8512436900701787
48,-0.9253772647004791,-0.8488953741888206
49,-0.9270314152504502,-0.8510725285535977
50,-0.9267788242797601,-0.8452032021534296
