epoch,train_loss,test_loss
1,-0.7141547556385837,-0.921954076858454
2,-0.906140198356965,-0.9498862804368485
3,-0.9273497534499449,-0.9464628338813782
4,-0.9297045286963967,-0.9522631374209426
5,-0.9367710952197804,-0.9350064877853838
6,-0.9407124851030462,-0.949296516041423
7,-0.9442199887247646,-0.9676042699536612
8,-0.9483939044615801,-0.9531705651172372
9,-0.9473476537536172,-0.9487541457941365
10,-0.9479982113136964,-0.967733872214029
11,-0.9506527458920199,-0.9550800527251044
12,-0.9516576472450705,-0.9660299410653669
13,-0.9537487877817715,-0.9666555012381354
14,-0.9540219527833602,-0.9708072956218275
15,-0.9547546583063462,-0.9680550799120304
16,-0.955637111453449,-0.9563081376081289
17,-0.9557003945462844,-0.967737834536752
18,-0.9570681256406447,-0.9640275379252988
19,-0.9563417329507715,-0.9697704677664957
20,-0.9596835949841668,-0.9737243969773137
21,-0.9576959044091842,-0.9709456657254418
22,-0.9590984312225791,-0.9562703760557396
23,-0.9587023184579961,-0.9614345741826434
24,-0.9606484395616195,-0.9639469922975052
25,-0.9584448914668139,-0.9690074158962383
26,-0.9568238164396847,-0.9682285412799481
27,-0.9604791874745313,-0.9684700436370317
28,-0.9598149800300598,-0.9664250110470971
29,-0.9619002457226024,-0.9714912446432336
30,-0.9606505666059606,-0.9706963307635729
31,-0.9613417663293726,-0.9589459839255311
32,-0.9626422920647789,-0.9718995686880377
33,-0.963432086425669,-0.9723702958849973
34,-0.9626951958852655,-0.9725926339626312
35,-0.9628124324714437,-0.9777330693810485
36,-0.9627305466287276,-0.9625989676908006
37,-0.963288037145839,-0.9693691569705342
38,-0.9642405833216274,-0.9702823575152907
39,-0.9640488536217633,-0.9731880124225173
40,-0.9642748568338506,-0.9647742422514184
41,-0.9654496887150933,-0.9623717990032462
42,-0.9653175077017616,-0.975141117461892
43,-0.9656360615702236,-0.9713027158448863
44,-0.9670499333213357,-0.969312382437462
45,-0.9672368244563831,-0.9742606986400693
46,-0.9676367371923783,-0.9800549235454825
47,-0.9679765967060537,-0.9769832390685415
48,-0.9680950115007513,-0.9806005572163782
49,-0.9687811730889713,-0.9714350168788156
50,-0.9683971625215867,-0.9730150314957596
