setup_id,setup_params,true_mean,pred_mean,relative_error,n_samples
0,"[0.0010000000474974513, 0.029999999329447746, 0.029999999329447746, 7.0, 29.0, 20.0]",0.15311768651008606,0.1473415046930313,0.037723802987555156,500
1,"[0.0010000000474974513, 0.029999999329447746, 0.05000000074505806, 1.0, 13.0, 40.0]",0.11627307534217834,0.10208787024021149,0.12199904268663232,500
2,"[0.0010000000474974513, 0.05000000074505806, 0.0007999999797903001, 17.0, 65.0, 10.0]",0.013895036652684212,0.09507056325674057,5.842047791064815,500
3,"[0.0010000000474974513, 0.10000000149011612, 0.029999999329447746, 13.0, 35.0, 10.0]",0.3966541886329651,0.40832117199897766,0.02941348763285965,500
4,"[0.0010000000474974513, 0.10000000149011612, 0.10000000149011612, 9.0, 45.0, 20.0]",0.414321631193161,0.313816100358963,0.24257852074722133,500
5,"[0.0010000000474974513, 0.15000000596046448, 0.009999999776482582, 5.0, 29.0, 30.0]",0.03682485222816467,0.032529208809137344,0.11665063109840779,500
6,"[0.0010000000474974513, 0.15000000596046448, 0.029999999329447746, 5.0, 5.0, 30.0]",0.23458991944789886,0.18634311854839325,0.20566441625628676,500
7,"[0.0010000000474974513, 0.20000000298023224, 0.0005000000237487257, 23.0, 63.0, 10.0]",0.02223815582692623,0.10852548480033875,3.8801459457117096,500
8,"[0.0010000000474974513, 0.25, 0.05000000074505806, 13.0, 53.0, 20.0]",0.2059060037136078,0.18535424768924713,0.09981134428130811,500
9,"[0.0010000000474974513, 0.30000001192092896, 0.029999999329447746, 1.0, 47.0, 30.0]",0.35942375659942627,0.349445641040802,0.027761423939849712,500
10,"[0.0010000000474974513, 0.6499999761581421, 0.00800000037997961, 1.0, 5.0, 60.0]",0.31172311305999756,0.3155782222747803,0.012367094160161867,500
11,"[0.0010000000474974513, 0.800000011920929, 0.00800000037997961, 1.0, 5.0, 60.0]",0.331760972738266,0.3318442106246948,0.00025089715415540993,500
12,"[0.0010000000474974513, 0.800000011920929, 0.05000000074505806, 1.0, 5.0, 60.0]",0.337324857711792,0.3240099251270294,0.03947213460745728,500
13,"[0.004999999888241291, 0.004999999888241291, 0.029999999329447746, 3.0, 13.0, 30.0]",0.049236640334129333,0.05469636246562004,0.11088735920173261,500
14,"[0.004999999888241291, 0.009999999776482582, 0.00019999999494757503, 25.0, 69.0, 10.0]",0.003465424058958888,0.12969154119491577,36.42433097511562,500
15,"[0.004999999888241291, 0.009999999776482582, 0.029999999329447746, 3.0, 11.0, 40.0]",0.025328418239951134,0.020936893299221992,0.17338323954118415,500
16,"[0.004999999888241291, 0.07999999821186066, 0.0007999999797903001, 5.0, 99.0, 10.0]",0.1373099982738495,0.1328926533460617,0.03217059690927904,500
17,"[0.004999999888241291, 0.15000000596046448, 0.05000000074505806, 7.0, 25.0, 30.0]",0.0533313974738121,0.10725259780883789,1.0110590154873242,500
18,"[0.004999999888241291, 0.15000000596046448, 0.07000000029802322, 1.0, 19.0, 40.0]",0.22846098244190216,0.22272199392318726,0.025120211802346675,500
19,"[0.004999999888241291, 0.44999998807907104, 0.029999999329447746, 5.0, 93.0, 10.0]",0.3339656591415405,0.40156811475753784,0.2024233682155701,500
20,"[0.004999999888241291, 0.5, 0.029999999329447746, 7.0, 27.0, 30.0]",0.08042222261428833,0.08536557108163834,0.06146743638738201,500
