setup_relative_errors
0.04034767
0.01888239
7.015902e-05
0.032724984
0.026515432
0.044385746
0.0049238903
0.00048095002
0.02229204
0.014886587
0.1452391
0.0354345
0.0059611783
0.011769432
0.009258244
0.010757106
0.20081873
0.14256835
0.016014665
0.020653522
0.2961531
0.21398877
0.0264615
0.006704517
0.021037754
0.010581658
0.012166236
0.12468972
0.02006416
0.024329903
0.0025416587
0.10417566
0.095349796
0.016806507
0.010038809
0.07600685
0.1692701
0.03147648
0.020306224
0.022431072
0.082352206
0.026072651
0.022858039
0.024936182
0.031770404
0.09093188
0.06496723
0.09200136
0.025564192
0.047014274
0.04698747
0.019093703
0.0056436127
0.022503354
0.012466603
0.024951037
0.13898663
0.03944619
0.033291675
0.023304883
0.1661525
0.04476866
0.019403264
0.044007123
0.042746358
0.0120385485
0.08690762
0.025114907
0.029500097
0.07055443
0.021975128
0.04320842
0.029480996
0.08549438
0.025437001
0.08497948
0.063448384
0.035822857
0.015615285
0.041441686
0.054199595
0.013301424
0.09049759
0.0106091425
0.0065164426
0.028876694
0.07313945
0.12491262
0.022839643
0.0040530977
0.012786013
0.31332773
0.07552255
0.19754153
0.027044756
0.015437882
0.026393585
0.010114772
0.19824685
0.035988383
0.031687286
0.22093362
0.015945992
0.03534881
0.028194686
0.04592716
0.1589486
0.052495465
0.04232881
0.023148427
0.024394915
0.032446705
0.08876573
0.27897593
0.03740372
0.14017452
0.14069453
0.06486601
0.017081797
0.009068661
0.03874656
0.034176134
0.04059019
0.0010228718
0.023090376
0.036083426
0.046596777
0.13751057
0.07762042
0.00553967
0.01314739
0.0096724015
0.009938641
0.23589048
0.004594865
0.06309294
0.22926489
0.052012917
0.01841022
0.0065261465
0.012637353
0.035353728
0.079022445
0.22502144
0.01799326
0.00018901922
0.08840511
0.0074403645
0.013256922
0.008914983
0.00991025
0.036785312
0.06581172
0.0041027577
0.045849554
0.1739752
0.030657452
0.023161748
0.038038306
0.119834304
0.078631744
0.009689263
0.048523623
0.19031475
0.060843747
0.045077223
0.048942957
0.028218258
0.071877845
0.0013080298
0.024051936
0.01277066
0.066083826
0.04423986
0.12064259
0.0458949
0.053721994
0.050381605
0.04819015
0.011650873
0.0032302213
0.21138808
0.112749904
0.014719235
0.024881769
0.0087489905
0.009935621
0.05047179
0.007229347
0.13449043
0.016392197
0.008524852
0.031034997
0.010073547
0.019957196
0.13745081
0.013978627
0.08488365
0.001533575
0.13673769
0.033852946
0.014942751
0.18748477
0.060362972
0.04128029
0.082053
0.019450942
0.04769786
0.0013190049
0.05127884
0.018731724
0.058519676
0.0012344922
0.0029703325
0.03711652
0.045482498
0.008401153
0.060448047
0.030488523
0.06344397
0.061600115
0.051308673
0.041363697
0.049532745
0.01396524
0.020515103
0.011311072
0.009944002
0.0400615
0.033801388
0.00011889864
0.07805882
0.01548768
0.0038225835
0.12789701
0.012318099
0.24000797
0.017592488
0.001976282
0.035659
0.18746306
0.068506174
0.045475923
0.101381496
0.11576497
0.15646909
0.13653886
0.30830666
0.02972466
0.054078806
0.00092981424
0.01887944
0.016500445
0.101094395
0.015757063
0.0066703046
0.018773813
0.049305543
0.008287975
0.0061287163
0.0013087811
0.072315
0.0039329934
0.018814478
0.019333323
0.086923935
0.022298956
0.0017875652
0.0033183298
0.007863917
0.0059120017
0.0036275305
0.0165145
0.0012665149
0.115935765
0.020655327
0.008243314
0.023706747
0.030433213
0.091841824
0.033235084
0.05088136
0.086893745
0.0020723895
0.028341066
0.09827004
0.018853514
0.06120725
0.04699324
0.20164773
0.07016022
0.0036539207
0.028601099
0.040211666
0.016811434
0.015715465
0.04735998
0.009718595
0.045789614
0.06575253
0.021239733
0.0067277094
0.100698344
0.04091901
0.18850748
0.07944266
0.048293453
0.007005093
0.029611286
0.0020646893
0.00745442
0.0016706003
0.021695489
0.028946273
0.00885574
0.0030378196
0.0037350093
0.05233413
0.020200789
0.0909765
0.0017166212
0.14459522
0.011357986
0.004884874
0.010726097
0.0072445143
0.027651608
0.03922812
0.071351804
0.14375974
0.0652341
0.04755494
0.025533842
0.0066876407
0.001405764
0.016249662
0.042792227
0.02902459
0.016671179
0.007530703
0.027652144
0.09232285
0.056309097
0.0175012
0.048798785
0.020702967
0.049622975
0.08352744
0.01405256
0.017459914
0.012701597
0.026929095
0.022397174
0.07340617
0.00900857
0.057977743
0.04971707
0.0049712583
0.102444746
0.10621246
0.038167667
0.020651432
0.175758
0.07588061
0.037081454
0.004636209
0.045229852
0.028392572
0.13543022
0.078520186
0.058193345
0.03848064
0.02626951
0.07338938
0.040924307
0.050780933
0.052095603
0.060228143
0.018582426
0.018302295
0.0058006383
0.01149157
0.060912285
0.012799507
0.02356853
0.0021851526
0.079789646
0.020767404
0.005718466
0.025639184
0.028986104
0.0055215997
0.033768244
0.26168287
0.0965999
0.07068973
0.01295334
0.019166237
0.01059509
