epoch,train_loss,test_loss
1,1.834270648526645,0.11566981305002709
2,0.12800642462128117,-0.31071079437543064
3,-0.2484384275272936,-0.0939628423704947
4,-0.36906440634019305,-0.4950514182976031
5,-0.45144760545299284,-0.503503060049406
6,-0.5471102525062553,-0.6195180073345506
7,-0.5009547217331874,-0.636147851699728
8,-0.5970275041344363,-0.4608661964592928
9,-0.6491372653008595,-0.6214145543371604
10,-0.6476452524595439,-0.683906579930526
11,-0.6738645983353897,-0.7492187939736826
12,-0.7294768451579979,-0.7047371997374011
13,-0.7542259748628799,-0.7717034946173531
14,-0.7730057358368099,-0.8047243922999694
15,-0.7916341767983234,-0.8303327489034003
16,-0.8017859830772985,-0.8127180895618713
17,-0.8034484647780566,-0.8243988138645786
18,-0.8185198276691523,-0.8518782750395073
19,-0.8339967082246096,-0.8196929026452296
20,-0.8382937068906599,-0.8499499137446589
21,-0.8500168971196497,-0.732670662679897
22,-0.8604617573343512,-0.7704454654058499
23,-0.8743976292775032,-0.8853700549592846
24,-0.8831030330578244,-0.8942800485163469
25,-0.9022590918155065,-0.8799769643872163
26,-0.912986467108357,-0.9197881943689271
27,-0.9349426129170464,-0.959010702885255
28,-0.9467731486654933,-0.9680377029950504
29,-0.9562911065606723,-0.9424345375327934
30,-0.962519527206305,-0.9659011555587675
31,-0.9691660359818884,-0.9654951764861879
32,-0.9731577908603254,-0.9732572475492751
33,-0.9766681267678918,-0.985606079736769
34,-0.9717931176753755,-0.9315308775155211
35,-0.983130806485208,-0.9539513306329885
36,-0.9859484384759218,-0.9708973871791933
37,-0.9865077754601519,-0.9870180832635319
38,-0.9898393230008862,-0.9997686710138726
39,-0.9909795295096095,-0.9807162879244663
40,-0.9935353072445081,-0.965410881494601
41,-0.9814146261515044,-1.0004285463853502
42,-0.9957618237130548,-0.9983663063483637
43,-0.9973598817380366,-1.0056851356967318
44,-0.999091785435075,-0.9983276774909716
45,-0.9998330716892941,-0.969794357468854
46,-1.0007372626915891,-0.990307992534019
47,-1.0023152141585538,-1.0101785399210432
48,-1.0032969573484365,-1.001975363056865
49,-1.0052028943566567,-1.0121122126566062
50,-1.0036373050334244,-1.0135201792210442
51,-1.0064728698243124,-1.0010959254800256
52,-1.007733051424512,-1.0029469252700691
53,-1.0087464030118698,-1.0085476067285897
54,-1.008725764858324,-1.0160225608573634
55,-1.0102998946303654,-1.0224522107468326
56,-1.011120234624593,-1.0202503357680177
57,-1.0036015823302298,-1.0083036591066843
58,-1.010814689960342,-1.0194642710985788
59,-1.0125247140876428,-1.0233521851688725
60,-1.0132366435370184,-1.016674710291441
61,-1.0141659895111,-1.0160478805366637
62,-1.0146869968136032,-0.991999671854867
63,-1.0152276521350474,-1.0258268477782964
64,-1.0155655608758738,-1.0163918745293958
65,-1.0164665467470975,-1.025989842559799
66,-1.0173477888967852,-1.0271844168165032
67,-1.0175952383268931,-1.0161137686908854
68,-1.0179753865378607,-1.022005934636951
69,-1.0189521325395463,-1.025389727999682
70,-1.0185898944146727,-1.0211283430813116
71,-1.0194087463988721,-1.023812097074534
72,-1.0193514189595148,-1.0262238776991492
73,-1.013171997408193,-1.0287038367432335
74,-1.0206183872460233,-1.0008138641587907
75,-1.020503771998056,-1.0261898336378992
76,-1.0216719387014224,-1.0265737328004512
77,-1.0210908257082603,-1.032093890697883
78,-1.0223572796329539,-1.027940565402343
79,-1.0223721580121292,-1.0238921162974306
80,-1.0229542674355232,-1.0138278632224522
81,-1.0224931781777495,-1.0271914876145614
82,-1.0237372099764441,-1.0122943227481314
83,-1.0238567170401112,-1.0299853250104616
84,-1.024317404487394,-1.0184812605406441
85,-1.024334521800008,-1.0234935920265957
86,-1.0251872269804716,-1.0164837282621413
87,-1.025046920137746,-1.0308093198800758
88,-1.025109788295346,-1.0332131562277727
89,-1.0259893978620374,-1.0349391696040133
90,-1.026127895980077,-1.033145444219735
91,-1.026287756656441,-1.0349303743207618
92,-1.0260027594252923,-1.0242817052242699
93,-1.0273353474888396,-1.0353396900074474
94,-1.0274596095175728,-1.0359645981862886
95,-1.0278337927801269,-1.035538104563036
96,-1.0275553734605074,-1.0362481076283057
97,-1.0057067751748583,-1.029911384698474
98,-1.0272789409774776,-1.0365476675407879
99,-1.0275573951495092,-1.0357488960523553
100,-1.0284480814649342,-1.0384322852150571
