setup_id,setup_params,true_mean,pred_mean,relative_error,n_samples
0,"[0.0010000000474974513, 0.0010000000474974513, 0.0020000000949949026, 3.0, 19.0, 10.0]",0.12005118280649185,0.0373968631029129,0.6884922820950877,200
1,"[0.0010000000474974513, 0.004999999888241291, 0.004999999888241291, 1.0, 19.0, 15.0]",0.15779808163642883,0.14594997465610504,0.0750839687441985,200
2,"[0.0010000000474974513, 0.009999999776482582, 0.0007999999797903001, 9.0, 15.0, 15.0]",0.027418525889515877,-0.15293969213962555,6.5779667724017905,500
3,"[0.0010000000474974513, 0.009999999776482582, 0.009999999776482582, 19.0, 95.0, 10.0]",0.2661685347557068,-0.06698686629533768,1.2516708214218895,500
4,"[0.0010000000474974513, 0.07999999821186066, 9.999999747378752e-05, 15.0, 51.0, 15.0]",0.009020323865115643,-0.15213926136493683,17.866255023365078,200
5,"[0.0010000000474974513, 0.07999999821186066, 0.10000000149011612, 5.0, 45.0, 15.0]",0.3406752347946167,0.19569534063339233,0.4255662727963359,500
6,"[0.0010000000474974513, 0.10000000149011612, 0.0005000000237487257, 7.0, 41.0, 30.0]",0.012486649677157402,-0.16263683140277863,14.024846164447002,500
7,"[0.0010000000474974513, 0.10000000149011612, 0.0010000000474974513, 5.0, 9.0, 40.0]",0.014993605203926563,-0.15470415353775024,11.318001458196417,200
8,"[0.0010000000474974513, 0.10000000149011612, 0.0020000000949949026, 5.0, 9.0, 20.0]",0.09497034549713135,-0.09832331538200378,2.035305226218446,500
9,"[0.0010000000474974513, 0.20000000298023224, 9.999999747378752e-05, 3.0, 21.0, 40.0]",0.0688377320766449,-0.11400993168354034,2.65621239517996,500
10,"[0.0010000000474974513, 0.4000000059604645, 0.00800000037997961, 7.0, 37.0, 10.0]",0.280353844165802,0.05531490966677666,0.8026960612638367,500
11,"[0.0010000000474974513, 0.44999998807907104, 9.999999747378752e-05, 19.0, 49.0, 10.0]",0.07170824706554413,-0.09557028114795685,2.3327652220106523,500
12,"[0.0010000000474974513, 0.44999998807907104, 0.0010000000474974513, 3.0, 99.0, 15.0]",0.3147431015968323,0.13074436783790588,0.5845997163382503,500
13,"[0.0010000000474974513, 0.550000011920929, 0.05000000074505806, 1.0, 5.0, 60.0]",0.32488033175468445,0.1170855164527893,0.6396041514226182,200
14,"[0.0010000000474974513, 0.550000011920929, 0.05000000074505806, 5.0, 71.0, 20.0]",0.21094059944152832,0.07142121344804764,0.6614154873396,500
15,"[0.0010000000474974513, 0.6000000238418579, 0.0020000000949949026, 1.0, 21.0, 40.0]",0.2956288456916809,0.1413954347372055,0.521712978909371,500
16,"[0.0010000000474974513, 0.6000000238418579, 0.05000000074505806, 7.0, 91.0, 15.0]",0.2535507380962372,0.10132291167974472,0.6003840554976915,200
17,"[0.0010000000474974513, 0.6499999761581421, 0.0007999999797903001, 1.0, 15.0, 30.0]",0.4274043142795563,0.22604279220104218,0.47112654374270607,200
18,"[0.0010000000474974513, 0.6499999761581421, 0.0010000000474974513, 7.0, 53.0, 15.0]",0.20278425514698029,0.015254477970302105,0.9247747947344658,200
19,"[0.0010000000474974513, 0.6499999761581421, 0.004999999888241291, 23.0, 25.0, 10.0]",0.2060171514749527,-0.04850061982870102,1.2354202411171347,200
20,"[0.0010000000474974513, 0.699999988079071, 0.00019999999494757503, 7.0, 83.0, 15.0]",0.20058809220790863,0.012598374858498573,0.9371927610868944,500
21,"[0.0010000000474974513, 1.0, 0.0005000000237487257, 1.0, 5.0, 30.0]",0.4690711200237274,0.2856891453266144,0.3909470503713091,500
