epoch,train_loss,test_loss
1,5.160333590519736,0.7108536591823292
2,0.10453339305417583,-0.19933342200357454
3,1.785020450049782,0.03904654570090753
4,0.012738275935620035,-0.2972436535661665
5,-0.34009143885405163,-0.40174524633312414
6,-0.4692263825517714,-0.6170287754230913
7,-0.5450093228579428,-0.49889665097554464
8,-0.5382941768244248,-0.6353476338840246
9,-0.5988684391608535,-0.6448751546429794
10,-0.5898947379782535,-0.6160572268904756
11,-0.6158925353812682,-0.6878838019823789
12,-0.6558209805265296,-0.6375175735741574
13,-0.7010338753461838,-0.7347955992206957
14,-0.7248157930183918,-0.7706032058529225
15,-0.7496607890380914,-0.7645127054036884
16,-0.7593472297204301,-0.7873652371015311
17,-0.784171603076545,-0.7906407533982711
18,-0.7713771864749197,-0.8049884106639659
19,-0.7942337352318242,-0.8240194631734093
20,-0.8124833544518085,-0.8447259302972577
21,-0.8343088502760716,-0.8390731542584178
22,-0.8449802261672483,-0.8436130863445915
23,-0.8474209800272002,-0.7626143621738504
24,-0.852168050263428,-0.8791753492435701
25,-0.8600799027139655,-0.8729502944015094
26,-0.8653708811407755,-0.8864444000582901
27,-0.8674657031621976,-0.8842029237814578
28,-0.871933876811371,-0.9001725076128801
29,-0.8839290724744551,-0.8914401072296775
30,-0.891855793249281,-0.8614947269495844
31,-0.897866972651344,-0.9238180290882193
32,-0.90501824499173,-0.915250734397474
33,-0.9161122579659734,-0.9218688787631818
34,-0.9324773163690393,-0.9507186223940333
35,-0.9442598338955079,-0.9681425793032852
36,-0.9480114871788895,-0.9674567559276273
37,-0.9538480008762659,-0.9667442989608737
38,-0.9604687325226138,-0.9768726992271459
39,-0.965895447619599,-0.9925426821837856
40,-0.9713090898010506,-0.9749382653308606
41,-0.9772904559879317,-0.9852388264935578
42,-0.9806501531129912,-0.9758192650376225
43,-0.9842680150977021,-0.9948579873571827
44,-0.988272625149021,-0.9990867845612378
45,-0.9902436069260977,-0.9760498967047132
46,-0.9932851794778758,-1.0113407178009532
47,-0.9958190299502622,-0.9500548415419998
48,-0.998900315410098,-1.0031859216124532
49,-1.0002153154836237,-1.0127728363505402
50,-1.0025130127157484,-1.0146205136393525
51,-1.0033271858032713,-1.0009307397637555
52,-1.004682630345814,-1.0104095848919283
53,-1.005119649789616,-1.0202058125255509
54,-1.007173457950082,-1.0015615752100335
55,-1.0086562101103616,-1.0212832278676915
56,-1.0089139551331932,-1.0247580912504537
57,-1.0108308895380664,-1.022818884179759
58,-1.011444294525135,-1.0282568199362974
59,-1.0128899641267073,-1.0239384248344159
60,-1.013544339018571,-1.0226923697040045
61,-1.0150210790132317,-1.0253873826624387
62,-1.0158470288643722,-1.0285154915074644
63,-1.0160620747003875,-1.0338526706087305
64,-1.017146247724994,-1.0274512779552476
65,-1.0179503927839564,-1.0253115604018137
66,-1.0185710962148422,-1.0195531818837742
67,-1.0190582443877918,-0.9933044343118782
68,-1.0203301217237142,-1.0313282088462403
69,-1.0207615810868225,-0.9942983497798747
70,-1.0212680895594841,-1.0372075050077545
71,-1.021992917911441,-1.0180544019406566
72,-1.0220128976963574,-1.0314307953374073
73,-1.022976721379351,-1.0292283705922016
74,-1.0232231615615108,-1.0306777198617776
75,-1.0236688096608435,-1.0324034889200036
76,-1.0246136521405362,-1.032280293639762
77,-1.0251737817397233,-1.03707182396572
78,-1.0252651621143143,-1.0402354314643572
79,-1.0263187733555275,-1.0285578678924678
80,-1.0263508706605544,-1.0389539332418312
81,-1.0272749941399757,-1.0269426328889746
82,-1.0271529350373159,-1.0319281933072688
83,-1.0267926026079068,-1.0300086748376234
84,-1.0284373503869066,-1.0314776843203926
85,-1.029119585354821,-1.0368078778475625
86,-1.0286850864039365,-1.0257015510528975
87,-1.0295149314820222,-1.0263684470486214
88,-1.0292468103367869,-1.0329355394575783
89,-1.0299472005805708,-1.0393319542205068
90,-1.030110827264996,-1.034269304780779
91,-1.0307128415598696,-1.0353340212853288
92,-1.0311723531968326,-1.0191428460206189
93,-1.031151966596628,-1.025930437020983
94,-1.0315184721830768,-1.0403015045099495
95,-1.0316541876111711,-1.0391978828980248
96,-1.031949205782638,-1.0330932188283257
97,-1.0320165032537876,-1.0424020643069476
98,-1.0324750839305141,-1.0410955558712165
99,-1.0328072531426207,-1.028367066418962
100,-1.0330867498977205,-1.0417043465497957
