setup_id,setup_params,true_mean,pred_mean,relative_error,mse,mae,r2,mean_uncertainty,n_samples
232,"[0.3222222222222222, 0.2333333333333333, 0.0720843424240426]",0.35528842379297143,0.27981203612657485,0.21243693992689078,0.022525221530510044,0.12718235772859876,-0.33851340055956936,0.1274863095609289,500
233,"[0.3222222222222222, 0.2777777777777778, 0.0173205080756887]",0.26064482499457836,0.21870304804023932,0.16091543481078943,0.011319872687475278,0.09361697478120524,-0.18399297210100674,0.12748631427616805,500
234,"[0.3222222222222222, 0.2777777777777778, 0.1505]",0.426637076566266,0.3776129137945547,0.11490834790354489,0.02301802209343753,0.13022830438462926,-0.1165854438789744,0.1274863478616168,500
235,"[0.3222222222222222, 0.3222222222222222, 0.000625]",0.16319140202594012,0.20301721430051073,0.2440435546218577,0.009459949953483992,0.08351908409088114,-0.20143822788587462,0.1274863325263693,500
236,"[0.3222222222222222, 0.3222222222222222, 0.03]",0.2900496246125409,0.23806748547278647,0.179218081792084,0.013196373969566084,0.09982970799337319,-0.25748839940643564,0.12748630512340933,500
237,"[0.3222222222222222, 0.3222222222222222, 0.1505]",0.4377892869496721,0.3818481723241644,0.12778090970994813,0.021478637431596947,0.1253213549621634,-0.17054712675100814,0.12748634641248158,500
238,"[0.3222222222222222, 0.3666666666666667, 0.04]",0.31913593054349804,0.25423475120997935,0.20336530953859364,0.014412983896035911,0.10451318577686976,-0.4129239356697749,0.12748631756416767,500
239,"[0.3222222222222222, 0.3666666666666667, 0.0720843424240426]",0.37615430309691056,0.2925178117154038,0.2223462245930942,0.019076526660143596,0.11824920143523852,-0.5789913133249398,0.12748630931694627,500
240,"[0.3222222222222222, 0.3666666666666667, 0.3]",0.4899817669231903,0.5644669386071434,0.15201620793262563,0.028188736758195162,0.12650007534340707,-0.24504727289413708,0.12748675504807983,500
241,"[0.3222222222222222, 0.4111111111111111, 0.0720843424240426]",0.35893642651612606,0.29675307024501346,0.17324336552363045,0.019066972512152447,0.11801918395667901,-0.25438935714463473,0.12748634511578688,500
242,"[0.3222222222222222, 0.4111111111111111, 0.3]",0.4865154926646061,0.568702197136753,0.16892926129181277,0.030079294723093043,0.12917360578850906,-0.2895930782257483,0.12748678687126636,500
243,"[0.3222222222222222, 0.4555555555555556, 0.05]",0.34198938013635527,0.27463727547678196,0.19694208826981216,0.017395609079896516,0.11439687467448721,-0.3527645296655004,0.1274864034223728,500
244,"[0.3222222222222222, 0.4555555555555556, 0.07575]",0.37970876949527543,0.3053621940363086,0.19579893716914148,0.019424924578255343,0.12120432817436545,-0.3977268422263809,0.1274863988998425,500
245,"[0.3222222222222222, 0.5, 0.00075]",0.16440260168668805,0.2201073985090441,0.3388315809028389,0.009862562674527748,0.08309506505604648,-0.45905863062759056,0.12748651643118777,500
246,"[0.3222222222222222, 0.5, 0.001]",0.19799484159535954,0.22040569868923368,0.11318909008641811,0.010150511608033352,0.08264956147225516,-0.05205562978158729,0.12748651611909323,1500
247,"[0.3222222222222222, 0.5, 0.03]",0.3052325223099628,0.2550085195912251,0.1645434133073841,0.01348607558206116,0.10068471016804592,-0.23007448891209914,0.12748648713515826,500
248,"[0.331004, 0.113807, 0.140403]",0.4147817084428171,0.3510329481653472,0.15369230957621985,0.030527842842924334,0.15049082757958623,-0.15356385639075576,0.12748649685258764,300
249,"[0.332956, 0.228087, 0.004001]",0.2087369111192527,0.19941107658710752,0.04467745563238072,0.007667994564882153,0.07435860133626146,-0.01147222286715377,0.12748635023174923,300
250,"[0.346232, 0.420202, 0.006325]",0.22480581325703203,0.2221438649453249,0.011841100346691587,0.00672985755240633,0.06773316868906036,-0.0010540249250017286,0.12748639913472995,300
251,"[0.364131, 0.188443, 0.001326]",0.1591271366786247,0.19632192743530028,0.2337425859322086,0.009320748838394151,0.08442788257217684,-0.17429769450210775,0.12748639914517026,300
252,"[0.364905, 0.161717, 0.002576]",0.14829443073215307,0.1953629618774169,0.3173991615119155,0.0065229716685899775,0.06366341615806285,-0.5143200797042289,0.1274864279059439,300
253,"[0.365593, 0.311248, 0.002616]",0.18993953372043057,0.209745632859443,0.10427580666490788,0.006780071371506851,0.06903049702180113,-0.061411157046586506,0.1274863455850929,300
254,"[0.3666666666666667, 0.1, 0.0005]",0.09634468548767694,0.18722394090325384,0.9432720188232979,0.010720285392662244,0.09093019637726756,-3.355632864413061,0.12748652454890538,500
