lr,hidden_features,num_layers,num_bins,final_train_loss,final_test_loss,mean_setup_error
0.0003,8,4,10,-1.0334784572881768,-1.0201954747400797,0.10176870971918106
0.0003,8,5,10,-1.0283694602435844,-1.0404886323895064,0.08740927278995514
0.0003,8,6,10,-1.0277135400922466,-1.0286980920023072,0.1162613034248352
