lr,hidden_features,num_layers,num_bins,final_train_loss,final_test_loss,mean_setup_error
0.0003,8,4,10,-1.0284480814649342,-1.0384322852150571,0.11103145778179169
0.0003,8,5,10,-1.0292617142155178,-1.0379323483327143,0.09177875518798828
0.0003,8,6,10,-1.0158940998661845,-1.0227473342581415,0.12468591332435608
