true_value,predicted_mean,relative_error,absolute_error
0.13152695,0.07600587,0.42212698,0.05552108
0.06568604,0.0814158,0.23946886,0.015729763
0.07015066,0.09122941,0.30047828,0.02107875
0.024933059,0.0783978,2.1443307,0.053464744
0.028989067,0.082201354,1.8355978,0.053212285
0.0685967,0.07700804,0.12262018,0.00841134
0.13380268,0.08816395,0.3410898,0.045638733
0.04196208,0.07948406,0.89418757,0.03752198
0.033796784,0.080126934,1.3708445,0.04633015
0.051458176,0.08181188,0.5898713,0.030353706
0.02478084,0.088895224,2.5872552,0.064114384
0.027450059,0.08228874,1.9977612,0.054838683
0.036167778,0.08620367,1.383438,0.050035894
0.13360718,0.09091205,0.3195571,0.042695127
0.09712285,0.08181004,0.15766428,0.015312806
0.06171682,0.08330349,0.34976953,0.021586668
0.123798184,0.07751428,0.37386572,0.0462839
0.007380002,0.07878339,9.6752405,0.07140339
0.1367312,0.08474636,0.38019735,0.051984847
0.12790222,0.07571714,0.40800756,0.05218508
0.013451441,0.09166361,5.8144035,0.078212164
0.12357366,0.091063514,0.26308313,0.032510146
0.066357836,0.087803245,0.3231782,0.021445408
0.08461291,0.08666057,0.024200298,0.002047658
0.023688566,0.08146004,2.4387903,0.05777147
0.17062503,0.07718848,0.5476134,0.093436554
0.010099703,0.087963134,7.7094693,0.07786343
0.12440347,0.08120262,0.34726402,0.04320085
0.05681808,0.09160212,0.6122,0.034784038
0.088453434,0.082831256,0.06356087,0.0056221783
0.1490783,0.08651363,0.4196765,0.06256466
0.10791313,0.082183026,0.23843347,0.025730103
0.023751073,0.08561426,2.604647,0.061863184
0.13771495,0.08917417,0.35247284,0.048540786
0.010614121,0.08405833,6.919474,0.07344421
0.0098586455,0.08341014,7.4606004,0.07355149
0.08385829,0.08728355,0.040845845,0.0034252629
0.099357955,0.09259387,0.06807793,0.006764084
0.10982118,0.08620263,0.21506369,0.02361855
0.037654344,0.080434375,1.1361244,0.04278003
0.017234053,0.086119495,3.997052,0.068885446
0.046584968,0.08714279,0.87062013,0.04055782
0.11061755,0.08467985,0.23448086,0.025937699
0.115135714,0.089586355,0.22190645,0.02554936
0.060079895,0.07610771,0.26677498,0.016027816
0.06554899,0.08598442,0.31175795,0.020435423
0.1372429,0.07776948,0.4333442,0.059473418
0.050620172,0.08318846,0.6433854,0.032568287
0.11623863,0.08160155,0.29798248,0.03463708
0.044775795,0.08674245,0.93726194,0.041966658
0.14708234,0.079950206,0.4564255,0.06713214
0.13728155,0.08696821,0.3664974,0.05031334
0.03868446,0.08637214,1.2327343,0.047687676
0.11899698,0.086365834,0.27421823,0.032631144
0.09904569,0.08828855,0.108607784,0.010757133
0.07293177,0.08023885,0.100190654,0.0073070824
0.036659036,0.0789158,1.1526966,0.04225676
0.17502749,0.080369584,0.5408173,0.094657905
0.058564316,0.095837496,0.6364485,0.03727318
0.011668554,0.08845469,6.580599,0.07678614
0.08669189,0.08161132,0.058604937,0.0050805733
0.085586734,0.08458715,0.011679201,0.0009995848
0.086210765,0.079883605,0.07339175,0.0063271597
0.13152413,0.09620138,0.26856473,0.035322748
0.0057793506,0.08349296,13.446749,0.07771361
0.13381776,0.092614174,0.30790818,0.04120359
0.09845555,0.07922521,0.19531997,0.019230336
0.13755228,0.08646997,0.37136644,0.051082306
0.04848949,0.09134729,0.8838574,0.042857803
0.09809898,0.07467505,0.23877846,0.023423925
0.012096943,0.08097999,5.6942472,0.06888305
0.11425544,0.08471603,0.25853834,0.029539414
0.03389637,0.08588454,1.533738,0.05198817
0.023418868,0.08434681,2.6016593,0.060927942
0.07321908,0.08821516,0.20481099,0.014996074
0.09296309,0.07811609,0.15970856,0.014847003
0.098939665,0.08586709,0.1321267,0.013072573
0.07161589,0.083113275,0.16054237,0.011497386
0.08610635,0.08807251,0.02283404,0.001966156
0.10888062,0.07968642,0.26813033,0.029194199
0.09028821,0.08041773,0.10932188,0.009870477
0.1379036,0.079587266,0.4228775,0.058316335
0.033692062,0.083492994,1.4781202,0.049800932
0.08328785,0.08055278,0.03283877,0.002735071
0.114305295,0.08723281,0.23684362,0.027072482
0.034015287,0.08486044,1.494773,0.05084515
0.029412745,0.098989315,2.3655238,0.06957657
0.11689525,0.083446555,0.28614247,0.033448696
0.13603432,0.07679486,0.43547434,0.059239462
0.094629794,0.078883916,0.1663945,0.015745878
0.0653272,0.076846346,0.17633004,0.011519149
0.09078501,0.08774992,0.033431627,0.0030350909
0.07749593,0.07690996,0.0075613414,0.00058597326
0.09502992,0.091342665,0.03880099,0.003687255
0.050929945,0.08602689,0.6891219,0.035096947
0.072902955,0.08710684,0.19483274,0.014203884
0.052056056,0.078352496,0.5051561,0.02629644
0.13014297,0.08964218,0.31120226,0.04050079
0.06363196,0.084773645,0.33224943,0.021141686
0.14056304,0.08360214,0.4052338,0.056960903
0.06713242,0.076352045,0.13733488,0.009219624
0.119549416,0.08482028,0.29050025,0.034729138
0.10505254,0.08887712,0.15397456,0.01617542
0.0417093,0.080216005,0.92321604,0.038506705
0.11638949,0.08400812,0.27821556,0.03238137
0.10762068,0.083986245,0.21960865,0.023634434
0.07537128,0.08181545,0.08549902,0.006444171
0.020410564,0.08710355,3.2675707,0.06669299
0.13731478,0.08731336,0.36413717,0.05000142
0.083893016,0.088791214,0.058386236,0.004898198
0.0861013,0.09671049,0.12321749,0.010609187
0.08976906,0.08770323,0.023012714,0.00206583
0.06835164,0.08338884,0.21999764,0.015037201
0.04678298,0.08749346,0.8701982,0.040710475
0.055417098,0.08264675,0.49135822,0.027229652
0.06373667,0.09625162,0.51014507,0.032514952
0.044677544,0.08055214,0.80296683,0.035874594
0.03124397,0.08586583,1.7482363,0.05462186
0.03257328,0.078891136,1.4219582,0.046317857
0.08306904,0.08681784,0.045128684,0.0037487969
0.076727256,0.08231491,0.07282486,0.0055876523
0.08009211,0.080335215,0.0030353174,0.000243105
0.1219666,0.085247286,0.30106038,0.036719315
0.12458277,0.086817145,0.3031368,0.037765622
0.10574974,0.08853202,0.16281569,0.017217718
0.17885627,0.095688224,0.4649993,0.083168045
0.10702856,0.08712118,0.1860006,0.019907378
0.035834897,0.089614905,1.5007715,0.053780008
0.09301044,0.07833089,0.1578269,0.014679551
0.11072152,0.08578281,0.22523813,0.02493871
0.0519525,0.08696163,0.6738679,0.035009127
0.13537611,0.08657831,0.3604609,0.0487978
0.052655056,0.09373869,0.78024083,0.041083634
0.14635234,0.08126011,0.4447638,0.06509223
0.07382969,0.08956108,0.21307679,0.015731394
0.18146613,0.08099925,0.5536398,0.100466885
0.105070055,0.08627344,0.17889601,0.018796615
0.036138855,0.09053821,1.5052867,0.054399356
0.10263716,0.0817378,0.20362367,0.020899355
0.09593875,0.08032717,0.16272445,0.0156115815
0.0705063,0.08714002,0.23591828,0.016633727
0.16474143,0.08469862,0.4858693,0.08004281
0.08835144,0.09099552,0.029926809,0.002644077
0.14596124,0.08274093,0.43313074,0.06322031
0.12129576,0.084494315,0.30340254,0.036801443
0.031018376,0.08118524,1.6173266,0.05016686
0.04721298,0.075292796,0.59474766,0.028079815
0.09612552,0.07796495,0.18892561,0.018160574
0.12812217,0.09373132,0.26842225,0.034390844
0.022578157,0.08767746,2.8832855,0.0650993
0.06614156,0.08217066,0.24234529,0.016029097
0.077450566,0.08823099,0.13919102,0.010780424
0.116737545,0.080842234,0.30748725,0.03589531
0.06521429,0.08968589,0.37524894,0.024471596
0.08103235,0.08847437,0.0918401,0.00744202
0.112284556,0.08947958,0.20309983,0.022804976
0.064306475,0.08021938,0.24745414,0.015912905
0.0664733,0.07372474,0.109088026,0.0072514415
0.028430765,0.0954253,2.356409,0.06699453
0.088449724,0.085447714,0.033940297,0.0030020103
0.044457562,0.0809178,0.82011306,0.036460236
0.17876156,0.08690154,0.5138689,0.09186002
0.10258902,0.07447825,0.27401337,0.028110765
0.07415319,0.078663565,0.06082506,0.004510373
0.02684763,0.078112535,1.9094752,0.051264904
0.03872718,0.09006037,1.3255076,0.05133319
0.090098746,0.08385125,0.069340564,0.006247498
0.065447554,0.08211688,0.25469744,0.016669326
0.17087282,0.08910305,0.47854167,0.08176977
0.06696267,0.09012825,0.3459477,0.023165584
0.08296292,0.088180594,0.0628916,0.0052176714
0.021492915,0.08850697,3.1179588,0.06701405
0.09376985,0.07874102,0.16027354,0.015028827
0.032242287,0.08716207,1.7033458,0.054919783
0.015415341,0.08773151,4.691179,0.07231617
0.053449064,0.09383687,0.75563145,0.0403878
0.13090985,0.082514815,0.36968207,0.04839503
0.009567969,0.0956609,8.998027,0.086092934
0.06860552,0.08880885,0.29448545,0.02020333
0.0858645,0.08150896,0.05072576,0.0043555424
0.12223518,0.08675977,0.2902226,0.03547541
0.05455093,0.08133542,0.49099952,0.026784487
0.07101083,0.08738991,0.23065607,0.01637908
0.04242845,0.08666358,1.0425817,0.044235133
0.112781756,0.08359607,0.25878015,0.029185683
0.12801805,0.08320667,0.3500395,0.044811383
0.09402811,0.08721091,0.07250171,0.0068171993
0.0670891,0.088475004,0.3187686,0.0213859
0.1370568,0.078687616,0.4258758,0.058369182
0.08819121,0.09327317,0.05762432,0.005081959
0.06953751,0.079431124,0.1422773,0.009893611
0.082885996,0.09798969,0.18222253,0.015103698
0.043996546,0.09235133,1.0990584,0.048354786
0.07045547,0.089178845,0.26574764,0.018723376
0.10068141,0.076547325,0.23970744,0.024134085
0.14710498,0.08424105,0.42734057,0.06286393
0.029555308,0.09254522,2.131255,0.06298991
0.061433036,0.084275365,0.37182477,0.022842329
0.05142009,0.08661822,0.6845209,0.035198133
0.17205456,0.07895607,0.5410986,0.09309849
0.07517181,0.08379726,0.1147431,0.008625448
0.087116696,0.078108534,0.10340338,0.009008162
0.08940378,0.08517718,0.04727535,0.004226595
0.03701166,0.09036524,1.4415338,0.053353578
0.03530596,0.085830666,1.4310528,0.050524708
0.10196529,0.08171282,0.19862123,0.020252474
0.10841912,0.09105071,0.16019695,0.017368414
0.06506201,0.08851021,0.36039767,0.023448199
0.09008541,0.0803395,0.108185224,0.009745911
0.11092268,0.079319835,0.28490874,0.031602845
0.09978775,0.08555559,0.1426243,0.014232159
0.10003419,0.09699325,0.030399,0.0030409396
0.08027096,0.081217624,0.011793346,0.0009466633
0.0886647,0.081920564,0.076063395,0.006744139
0.105312,0.08073314,0.23339081,0.024578854
0.07694649,0.08458383,0.09925516,0.007637337
0.07670607,0.08021668,0.04576713,0.0035106167
0.0682375,0.08033228,0.17724535,0.012094781
0.10175282,0.088101946,0.13415718,0.013650872
0.04908683,0.09573021,0.95022154,0.046643376
0.14460085,0.081699915,0.43499696,0.06290094
0.083787166,0.074542925,0.11033002,0.009244241
0.054559514,0.088418804,0.62059355,0.03385929
0.1198205,0.07752393,0.3529994,0.042296566
0.068701014,0.0811836,0.1816943,0.0124825835
0.072280034,0.07901102,0.09312375,0.0067309886
0.14157303,0.08972972,0.36619478,0.051843308
0.09213493,0.08959646,0.02755168,0.0025384724
0.06965854,0.07969292,0.14405099,0.010034382
0.16266084,0.09118742,0.43940148,0.07147342
0.04690747,0.08569738,0.8269451,0.038789913
0.06672283,0.08834751,0.32409707,0.021624677
0.13006675,0.092153125,0.2914936,0.037913628
0.05184505,0.08410365,0.62221164,0.0322586
0.16318554,0.079214506,0.51457393,0.08397103
0.1815611,0.08552934,0.5289225,0.096031755
0.09282491,0.08476292,0.08685157,0.00806199
0.069681235,0.08711656,0.2502155,0.017435327
0.06273657,0.08942427,0.42539293,0.026687697
