true_value,predicted_mean,relative_error,absolute_error
0.32102415,0.41300568,0.28652528,0.09198153
0.5924011,0.41414034,0.30091226,0.17826074
0.34484914,0.43998748,0.27588394,0.09513834
0.49866354,0.42043686,0.15687267,0.078226686
0.4468316,0.4328456,0.03130043,0.013986021
0.28623796,0.42121267,0.47154725,0.13497472
0.494812,0.43467772,0.12152957,0.06013429
0.25274912,0.42831612,0.69462955,0.175567
0.45108953,0.42944062,0.047992498,0.021648914
0.54735017,0.4545684,0.16951083,0.09278178
0.5007021,0.4148873,0.1713889,0.085814774
0.41784665,0.44956908,0.07591882,0.031722426
0.56530493,0.43846214,0.22437942,0.1268428
0.52975,0.3934001,0.25738534,0.13634989
0.5739234,0.4218058,0.26504862,0.15211761
0.44059408,0.41651198,0.054658234,0.024082094
0.5117953,0.44189307,0.13658237,0.06990221
0.4916286,0.4396353,0.10575724,0.05199328
0.33573198,0.42358744,0.26168332,0.08785546
0.5548628,0.40665686,0.26710376,0.14820594
0.5752959,0.42196837,0.26651946,0.15332755
0.448216,0.41355217,0.077337325,0.034663826
0.44001165,0.40996277,0.06829109,0.030048877
0.3180337,0.42692047,0.34237498,0.10888678
0.031362288,0.42705202,12.616733,0.39568973
0.39748538,0.4437152,0.11630576,0.04622984
0.30462426,0.42782757,0.40444353,0.12320331
0.3618267,0.41152227,0.13734637,0.04969558
0.5612387,0.4437286,0.20937635,0.11751011
0.56960094,0.4382838,0.23054235,0.13131714
0.57780904,0.39648604,0.31381127,0.18132299
0.592439,0.41977814,0.29144073,0.17266086
0.3475382,0.41810402,0.20304479,0.07056582
0.59156924,0.43980628,0.256543,0.15176296
0.5107556,0.4054714,0.20613417,0.105284184
0.37810937,0.43772453,0.15766646,0.059615165
0.5793535,0.4512567,0.22110303,0.12809682
0.3652441,0.41100532,0.12528944,0.045761228
0.5889306,0.4561818,0.22540654,0.13274881
0.4770664,0.43152767,0.095455736,0.045538723
0.43965727,0.4157071,0.05447461,0.02395016
0.32357764,0.40639654,0.25594753,0.082818896
0.17578873,0.40347698,1.2952379,0.22768825
0.45266864,0.42033327,0.07143276,0.03233537
0.33910006,0.42598242,0.2562145,0.08688235
0.28391105,0.4068409,0.43298715,0.12292984
0.5667407,0.43906716,0.22527681,0.12767354
0.4413892,0.41416496,0.061678544,0.027224243
0.35532194,0.396489,0.11585845,0.04116705
0.49458033,0.44411212,0.10204249,0.050468206
0.24926865,0.4111982,0.64961857,0.16192955
0.5643847,0.40578514,0.28101322,0.15859956
0.5214036,0.42267638,0.18934895,0.098727226
0.47615188,0.4469782,0.06126968,0.029173672
0.39260933,0.4249434,0.08235683,0.03233406
0.39143956,0.41706637,0.06546811,0.025626808
0.44078586,0.43524286,0.012575253,0.0055429935
0.6028065,0.39772865,0.3402051,0.20507786
0.51686275,0.4143997,0.19824032,0.10246304
0.20505087,0.43351874,1.1142008,0.22846787
0.27147987,0.42904556,0.58039546,0.15756568
0.37033364,0.42493522,0.14743888,0.05460158
0.5709667,0.42043844,0.26363757,0.15052828
0.35141218,0.45255783,0.28782627,0.101145655
0.49959517,0.43671906,0.1258541,0.062876105
0.36141407,0.42650428,0.18009871,0.06509021
0.11646937,0.41278124,2.5441182,0.29631186
0.3359071,0.44463325,0.3236792,0.108726144
0.50939405,0.42936897,0.15709858,0.08002508
0.5711696,0.43410727,0.23996784,0.13706234
0.34040508,0.42709318,0.2546616,0.0866881
0.5414665,0.3839616,0.29088575,0.15750489
0.59841436,0.41727218,0.3027036,0.18114218
0.5670803,0.4336135,0.23535787,0.13346681
0.421717,0.43046987,0.020755347,0.0087528825
0.42433354,0.44775417,0.05519392,0.023420632
0.5517485,0.4158891,0.24623428,0.1358594
0.593952,0.4344999,0.2684596,0.15945211
0.49442053,0.43740302,0.11532188,0.057017505
0.32762992,0.40314642,0.23049326,0.07551649
0.15710147,0.43612206,1.7760533,0.2790206
0.49504286,0.4124309,0.16687837,0.08261195
0.12594858,0.4372139,2.471368,0.31126532
0.43728945,0.4147533,0.051536024,0.022536159
0.5403162,0.40138853,0.25712293,0.1389277
0.4728881,0.40232503,0.14921728,0.07056308
0.54861444,0.44724914,0.18476601,0.1013653
0.5061091,0.40239084,0.20493264,0.10371828
0.55947566,0.43449736,0.22338471,0.124978304
0.3623963,0.43080372,0.18876411,0.06840742
0.46245027,0.39908004,0.13703145,0.06337023
0.5671181,0.41085792,0.27553377,0.15626019
0.52758116,0.39932185,0.2431082,0.1282593
0.46753904,0.4149606,0.11245788,0.05257845
0.44999593,0.40470585,0.100645535,0.045290083
0.3777437,0.44415778,0.17581786,0.06641409
0.4392807,0.44836557,0.020681266,0.00908488
0.24650694,0.4277645,0.73530406,0.18125756
0.56526023,0.3884866,0.31272966,0.17677364
0.5038426,0.41612574,0.17409573,0.08771685
0.3030443,0.43838626,0.4466079,0.13534197
0.2861934,0.41205612,0.43978205,0.12586272
0.31589004,0.4242252,0.34295213,0.10833517
0.5728441,0.43941462,0.23292458,0.13342947
0.3684379,0.4156533,0.12815024,0.047215402
0.5018507,0.399171,0.20460214,0.10267973
0.6004105,0.4026864,0.32931492,0.19772413
0.21124297,0.41714048,0.97469515,0.20589751
0.49939325,0.43626013,0.12641965,0.06313312
0.5370292,0.4163613,0.22469524,0.120667905
0.17459618,0.4160947,1.3831832,0.24149852
0.23156366,0.4195331,0.8117398,0.18796945
0.52953416,0.4548764,0.14098763,0.07465777
0.30215657,0.44399673,0.46942604,0.14184016
0.5696154,0.42882264,0.24717166,0.14079279
0.36089095,0.42135254,0.1675342,0.06046158
0.40174535,0.4688049,0.16692053,0.06705955
0.26147917,0.41662633,0.5933443,0.15514717
0.52211815,0.44189814,0.15364341,0.080220014
0.4572266,0.44481787,0.027139133,0.012408733
0.339447,0.4216196,0.24207786,0.0821726
0.36925942,0.43664065,0.18247668,0.06738123
0.2558609,0.44627538,0.74421096,0.19041449
0.5424174,0.41076162,0.24272043,0.13165578
0.25588366,0.41312954,0.61452097,0.15724587
0.1554636,0.4034197,1.5949461,0.2479561
0.6166989,0.41028753,0.33470368,0.20641139
0.5412444,0.4368071,0.19295773,0.10443729
0.5863988,0.44953585,0.23339567,0.13686293
0.56618714,0.428304,0.24352929,0.13788316
0.45531404,0.42754662,0.060985204,0.02776742
0.5568597,0.42905593,0.22950798,0.12780374
0.4350188,0.42980322,0.011989333,0.005215585
0.16551065,0.40442985,1.4435275,0.2389192
0.4446089,0.4162557,0.06377107,0.028353184
0.57647556,0.4233392,0.26564243,0.15313637
0.30678555,0.41071638,0.33877355,0.10393083
0.5935411,0.42032704,0.2918316,0.17321405
0.36660463,0.44062194,0.20189957,0.074017316
0.4689966,0.40638813,0.13349453,0.06260848
0.5237446,0.4420902,0.15590495,0.08165437
0.5708638,0.41755298,0.26855934,0.1533108
0.07900691,0.42563078,4.3872595,0.34662387
0.5809731,0.41760474,0.2811978,0.16336834
0.5214305,0.4271183,0.18087202,0.09431219
0.41188565,0.43269664,0.05052614,0.020810992
0.14993401,0.43840396,1.9239794,0.28846997
0.10680477,0.41351482,2.8716886,0.30671006
0.26676312,0.45593125,0.70912397,0.18916813
0.5942551,0.4169064,0.29843867,0.1773487
0.48021087,0.40157866,0.16374516,0.078632206
0.20279086,0.42564774,1.0989493,0.22285688
0.3944582,0.4396626,0.11459871,0.0452044
0.58769363,0.4337532,0.26193994,0.15394044
0.29117948,0.4314759,0.48182115,0.14029643
0.47894093,0.40528083,0.1537979,0.073660105
0.5707981,0.44614097,0.21839093,0.124657124
0.5582366,0.41359678,0.25910127,0.14463982
0.5142417,0.43030787,0.16321865,0.08393383
0.6202341,0.4459433,0.28100806,0.17429078
0.56249154,0.4225926,0.24871294,0.13989893
0.56600255,0.46235397,0.18312386,0.10364857
0.58573043,0.4216201,0.28018066,0.16411033
0.55786836,0.38952297,0.30176544,0.16834539
0.51244205,0.40869555,0.20245509,0.1037465
0.55424386,0.41420037,0.25267488,0.1400435
0.43517882,0.4282473,0.015927967,0.0069315135
0.55357116,0.42712083,0.22842652,0.12645033
0.58024615,0.42011237,0.27597558,0.16013378
0.34551123,0.42599794,0.23294963,0.080486715
0.3792975,0.43182296,0.1384809,0.05252546
0.24440332,0.43844157,0.7939264,0.19403826
0.5793071,0.43158987,0.25498948,0.14771721
0.4875778,0.43419394,0.10948788,0.053383857
0.44981828,0.40743446,0.09422432,0.04238382
0.4906014,0.42107624,0.14171414,0.06952515
0.40639302,0.40586492,0.0012994739,0.00052809715
0.3890881,0.38979217,0.0018095642,0.00070407987
0.39483413,0.42016497,0.06415565,0.025330842
0.3015625,0.42405897,0.40620598,0.122496486
0.5307886,0.39608663,0.25377706,0.13470197
0.40494764,0.41843086,0.03329622,0.013483226
0.1705553,0.41684195,1.4440281,0.24628666
0.3054245,0.4294433,0.4060538,0.12401879
0.44538495,0.4164514,0.06496303,0.028933555
0.5035832,0.43067586,0.14477713,0.07290733
0.58758944,0.42443565,0.27766633,0.1631538
0.3691819,0.4163772,0.12783748,0.047195286
0.33957925,0.40776756,0.20080234,0.06818831
0.27303165,0.4179013,0.53059655,0.14486966
0.5428492,0.4218234,0.22294548,0.12102577
0.5037152,0.36230838,0.28072774,0.14140683
0.49420297,0.42381594,0.14242536,0.070387036
0.6018972,0.4138075,0.3124947,0.18808967
0.20810133,0.4099263,0.96983975,0.20182496
0.3734163,0.42456803,0.1369831,0.051151723
0.5821501,0.43226475,0.25746858,0.14988536
0.5133342,0.40642664,0.20826116,0.10690758
0.5623333,0.42672983,0.24114428,0.13560346
