true_value,predicted_mean,relative_error,absolute_error
0.29157633,0.34701476,0.19013351,0.05543843
0.35974482,0.3404148,0.0537326,0.019330025
0.48961157,0.37358886,0.23696889,0.116022706
0.4410075,0.36277068,0.17740473,0.07823682
0.41993868,0.3538772,0.15731224,0.0660615
0.3756848,0.34131423,0.09148779,0.03437057
0.4266711,0.3483002,0.1836799,0.0783709
0.38239813,0.35222328,0.07890952,0.030174851
0.26051006,0.3550493,0.36290058,0.094539255
0.2986212,0.30481413,0.02073839,0.0061929226
0.17730397,0.33379874,0.88263535,0.15649477
0.42409214,0.34412742,0.18855508,0.07996473
0.47070184,0.32592732,0.30757162,0.14477453
0.40854692,0.3399984,0.16778618,0.06854853
0.2802046,0.34844688,0.24354447,0.06824228
0.46655393,0.3641239,0.21954593,0.102430016
0.29960474,0.3330442,0.11161191,0.033439457
0.110626474,0.3590793,2.2458713,0.24845283
0.15202029,0.36597687,1.4074211,0.21395658
0.5057807,0.3402603,0.32725725,0.1655204
0.3745366,0.34726754,0.072807476,0.027269065
0.35458237,0.34486115,0.02741597,0.00972122
0.37160844,0.3621622,0.025419857,0.0094462335
0.33272958,0.3522384,0.058632627,0.019508809
0.35134006,0.36373818,0.035288103,0.012398124
0.422801,0.3420832,0.19091205,0.0807178
0.5050549,0.33968666,0.32742625,0.16536823
0.38429043,0.3550225,0.07616098,0.029267937
0.09286578,0.34441802,2.7087717,0.25155222
0.36397693,0.34140927,0.062002994,0.02256766
0.2498987,0.35342938,0.41429055,0.103530675
0.19239257,0.3468918,0.8030414,0.15449922
0.26191324,0.351184,0.340841,0.08927077
0.39573586,0.3327899,0.15906055,0.06294596
0.258324,0.34825936,0.34814948,0.08993536
0.37775594,0.33590034,0.110800646,0.041855603
0.33666265,0.35096857,0.042493336,0.014305919
0.22844021,0.33380276,0.4612259,0.10536255
0.35748485,0.34202644,0.043242127,0.015458405
0.3983399,0.35112372,0.11853238,0.047216177
0.20850953,0.34627518,0.66071624,0.13776565
0.49698666,0.35753933,0.28058568,0.13944733
0.4974352,0.33542857,0.32568392,0.16200665
0.38558483,0.38468277,0.0023394506,0.0009020567
0.2283472,0.35277906,0.54492396,0.12443186
0.21802194,0.34071302,0.5627464,0.12269108
0.50001645,0.3628675,0.27428886,0.13714895
0.29169828,0.33444056,0.1465291,0.042742282
0.50518537,0.35818985,0.29097342,0.14699551
0.18452778,0.3375766,0.8294079,0.15304881
0.31880367,0.36051428,0.1308348,0.041710615
0.22894701,0.34507674,0.50723404,0.116129726
0.12865816,0.3538053,1.7499638,0.22514714
0.33853433,0.327582,0.03235218,0.010952324
0.42810357,0.35240012,0.1768344,0.07570344
0.34083146,0.32624054,0.042809777,0.014590919
0.31673044,0.36335853,0.14721695,0.046628088
0.484098,0.3349202,0.3081562,0.14917779
0.28181115,0.3350627,0.18896188,0.053251565
0.51005334,0.36518577,0.28402436,0.14486757
0.44995278,0.3685424,0.18093094,0.08141038
0.42248973,0.35036445,0.17071488,0.072125286
0.16481026,0.3532299,1.1432519,0.18841965
0.44161785,0.35654634,0.19263601,0.085071504
0.30693027,0.3329397,0.08474055,0.02600944
0.27744615,0.36824,0.32724854,0.09079385
0.264027,0.34411037,0.30331507,0.08008337
0.43018702,0.34032944,0.20888026,0.08985758
0.25862652,0.3543486,0.37011704,0.09572208
0.4621011,0.33853224,0.26740655,0.12356886
0.31320298,0.35208443,0.12414138,0.03888145
0.48215812,0.3759649,0.22024561,0.106193215
0.11607435,0.33988434,1.9281604,0.22380999
0.49183697,0.34710974,0.29425853,0.14472723
0.37198898,0.33725458,0.0933748,0.034734398
0.2882606,0.36460906,0.26485914,0.076348454
0.27835506,0.34392494,0.23556201,0.06556988
0.47851986,0.34846747,0.27178055,0.13005239
0.44155288,0.34920868,0.20913507,0.092344195
0.1620873,0.34745863,1.143651,0.18537132
0.2540227,0.34180504,0.34556895,0.08778235
0.3768384,0.33529148,0.11025127,0.04154691
0.39885652,0.3513075,0.11921332,0.04754901
0.47393137,0.3572433,0.24621302,0.11668807
0.33057457,0.3427166,0.036730085,0.012142032
0.24669433,0.3337493,0.35288596,0.08705497
0.38860574,0.36972305,0.048590872,0.018882692
0.45844975,0.3397166,0.25898832,0.11873314
0.14803779,0.35401306,1.3913693,0.20597526
0.3753077,0.35379615,0.057317115,0.021511555
0.24412034,0.33386892,0.36764067,0.08974858
0.3578576,0.35403448,0.010683387,0.0038231313
0.31313944,0.36974716,0.18077481,0.056607723
0.35627234,0.35034606,0.016634133,0.005926281
0.43934217,0.3696638,0.15859704,0.069678366
0.49077937,0.34711996,0.2927169,0.14365941
0.33871844,0.3432375,0.013341598,0.0045190454
0.34106508,0.34756672,0.019062769,0.006501645
0.2405394,0.33066532,0.37468255,0.09012592
0.49645367,0.32794037,0.3394341,0.1685133
0.40478197,0.34743845,0.14166519,0.057343513
0.3957637,0.3196088,0.19242515,0.07615489
0.38630402,0.35258108,0.08729637,0.033722937
0.5277313,0.35745803,0.32265145,0.17027327
0.4228955,0.3482865,0.17642416,0.07460898
0.36511528,0.35354766,0.03168211,0.011567622
0.31554273,0.35124567,0.11314773,0.035702944
0.35440135,0.3484029,0.01692562,0.0059984624
0.388865,0.3479921,0.10510821,0.0408729
0.44260028,0.35049874,0.20809193,0.092101544
0.390042,0.34486473,0.1158267,0.04517728
0.5124613,0.3590348,0.2993914,0.1534265
0.49111798,0.343833,0.29989734,0.14728498
0.36838368,0.34723666,0.057404857,0.021147013
0.44603768,0.3263557,0.2683226,0.119681984
0.48844683,0.35759202,0.2678998,0.13085482
0.4382209,0.33492756,0.23571065,0.10329333
0.5046941,0.34685913,0.31273395,0.15783498
0.47377864,0.34978172,0.26171908,0.12399691
0.2853819,0.35731956,0.25207502,0.07193765
0.43553936,0.35217765,0.19139881,0.083361715
0.4139013,0.3522119,0.14904377,0.061689407
0.1338002,0.3376499,1.5235381,0.20384972
0.5005307,0.359578,0.2816065,0.1409527
0.34195402,0.3377195,0.01238331,0.0042345226
0.31966096,0.32913876,0.02964952,0.009477794
0.2696896,0.34200135,0.2681296,0.07231176
0.28741014,0.3288743,0.14426823,0.04146415
0.48582295,0.34777182,0.28415933,0.13805112
0.19272831,0.35188586,0.82581294,0.15915754
0.43275806,0.3559014,0.17759731,0.07685667
0.24774946,0.33971176,0.37119067,0.09196229
0.5201945,0.37324932,0.2824812,0.14694515
0.14289276,0.37551665,1.6279612,0.23262389
0.20258291,0.3423626,0.6899876,0.1397797
0.25131527,0.35218635,0.4013727,0.100871086
0.44174352,0.3357566,0.23992865,0.10598692
0.18657723,0.35726592,0.91484195,0.17068869
0.29727173,0.34409392,0.15750636,0.04682219
0.4584927,0.3592506,0.21645294,0.09924209
0.22175594,0.34366202,0.54973084,0.12190609
0.2942207,0.3494537,0.18772644,0.055233
0.2684848,0.348998,0.29987994,0.08051321
0.2508296,0.33669174,0.34231257,0.08586213
0.4412022,0.31697258,0.2815707,0.12422961
0.48411778,0.35002074,0.2769926,0.13409704
0.30453953,0.3677945,0.20770697,0.06325498
0.4901744,0.3510105,0.28390694,0.13916391
0.3885888,0.359192,0.07565008,0.029396772
0.44349623,0.34121105,0.2306337,0.10228518
0.30336648,0.3519065,0.16000457,0.048540026
0.35635775,0.33359286,0.06388213,0.022764891
0.19087298,0.35960844,0.88401955,0.16873546
0.31544563,0.35198143,0.11582281,0.0365358
0.45832193,0.34839714,0.23984188,0.10992479
0.44301274,0.3537019,0.20159884,0.089310855
0.1565667,0.353543,1.2580984,0.19697632
0.14034095,0.350183,1.4952302,0.20984206
0.1945432,0.34518602,0.7743412,0.15064283
0.18718155,0.33538252,0.79174984,0.14820097
0.4933812,0.3449307,0.30088398,0.1484505
0.40607524,0.35086372,0.13596375,0.055211514
0.3917942,0.36050707,0.07985604,0.031287134
0.4497586,0.3475852,0.22717385,0.10217339
0.42969963,0.3515217,0.18193622,0.07817793
0.37233397,0.3459487,0.07086454,0.026385278
0.5048862,0.36457014,0.27791622,0.14031607
0.34073117,0.34132728,0.0017494909,0.00059610605
0.43753958,0.36188486,0.17290942,0.075654715
0.46417812,0.34322855,0.26056716,0.12094957
0.40119243,0.34756196,0.13367768,0.05363047
0.48657537,0.35647377,0.2673822,0.13010159
0.40330064,0.3207699,0.20463824,0.08253074
0.37884396,0.35797232,0.05509297,0.02087164
0.4411748,0.35985586,0.18432364,0.081318945
0.45027995,0.34578323,0.23207055,0.10449672
0.40101022,0.3619805,0.097328484,0.039029717
0.22689448,0.35366157,0.558705,0.12676708
0.10153859,0.34768003,2.4241168,0.24614143
0.46257693,0.33522007,0.27532038,0.12735686
0.48846635,0.34620437,0.29124212,0.14226198
0.29393125,0.35401663,0.20441987,0.060085386
0.53375494,0.33627808,0.36997664,0.19747686
0.10477886,0.33445933,2.1920495,0.22968048
0.12344788,0.3718804,2.0124485,0.24843253
0.1293084,0.3494839,1.702716,0.2201755
0.1696287,0.34969825,1.0615511,0.18006955
0.4679663,0.36066872,0.22928482,0.10729757
0.39527857,0.36740756,0.0705098,0.027871013
0.47918552,0.3232549,0.3254076,0.15593061
0.47416177,0.3477489,0.2666028,0.12641287
0.396051,0.3445211,0.13010922,0.051529884
0.52207136,0.34751824,0.33434725,0.17455313
0.21496049,0.34892216,0.6231921,0.13396168
0.14224572,0.33851296,1.3797758,0.19626723
0.17667449,0.3264701,0.8478621,0.14979562
0.34001428,0.33933026,0.0020117476,0.0006840229
0.14410603,0.3682785,1.5556077,0.22417247
0.36445314,0.3549075,0.026191637,0.009545624
0.28231815,0.35468417,0.25632793,0.07236603
0.32831517,0.3429681,0.044630706,0.014652938
0.49562052,0.34276164,0.3084192,0.15285888
0.15619062,0.35784233,1.2910614,0.2016517
0.2894973,0.36129665,0.24801396,0.07179937
0.30888388,0.34861693,0.12863427,0.039733052
0.22902168,0.34647086,0.5128299,0.11744918
0.25890636,0.3465833,0.33864343,0.08767694
0.31008384,0.3276814,0.05675096,0.017597556
0.2666635,0.3677175,0.37895706,0.10105401
0.34676307,0.36664963,0.05734911,0.019886553
0.263825,0.33550194,0.27168366,0.07167694
0.43146288,0.3291053,0.23723383,0.102357596
0.2416468,0.3629287,0.50189734,0.12128189
0.2548489,0.34332436,0.34716833,0.088475466
0.25308606,0.34702414,0.37117052,0.09393808
0.3853448,0.32726517,0.15072119,0.05807963
0.2839615,0.32902107,0.15868194,0.04505956
0.4442338,0.34264597,0.228681,0.10158783
0.33453348,0.31636292,0.054316133,0.018170565
0.10532481,0.3455249,2.280565,0.2402001
0.4483162,0.3672528,0.18081746,0.08106339
0.43305343,0.33829376,0.2188175,0.09475967
0.30986837,0.35825232,0.15614356,0.04838395
0.42504376,0.36054572,0.15174446,0.06449804
0.17213237,0.34966415,1.0313677,0.17753178
0.32893974,0.35467407,0.078234196,0.025734335
0.42454207,0.38284764,0.098210365,0.041694432
0.42328662,0.350747,0.17137237,0.07253963
0.35452214,0.35213783,0.006725405,0.002384305
0.18333754,0.3481304,0.8988495,0.16479287
0.17992663,0.327089,0.8179021,0.14716238
0.17989482,0.35516897,0.9743145,0.17527415
0.29076365,0.34578598,0.18923387,0.05502233
0.41424975,0.34857956,0.15852802,0.06567019
0.3365491,0.34989786,0.039663628,0.013348758
0.10639313,0.34485915,2.2413666,0.23846602
0.20457771,0.35044292,0.71300626,0.1458652
0.302015,0.32036284,0.060751382,0.01834783
0.509081,0.3511308,0.31026533,0.1579502
0.44486132,0.3436382,0.22753857,0.10122311
0.25137615,0.35537636,0.41372347,0.10400021
0.13025863,0.36202526,1.7792801,0.23176663
0.16082923,0.3395152,1.1110291,0.17868598
0.33420607,0.34269163,0.02539019,0.008485556
0.4066136,0.33974278,0.16445787,0.06687081
0.422426,0.34500456,0.18327808,0.07742143
0.4676624,0.35659942,0.23748536,0.111062974
0.35604113,0.31305388,0.12073677,0.042987257
0.19888511,0.3654098,0.83729076,0.16652468
0.27044255,0.34920645,0.29124078,0.0787639
0.5348178,0.35337153,0.33926746,0.18144628
0.43542922,0.35047847,0.19509657,0.084950745
0.13512897,0.34359807,1.5427414,0.2084691
0.24312122,0.35155272,0.44599766,0.1084315
0.17386955,0.36441988,1.0959383,0.19055033
0.4937861,0.3426449,0.30608636,0.1511412
0.5069201,0.3594308,0.2909518,0.14748931
0.46247873,0.38604096,0.16527846,0.07643777
0.21839486,0.3392343,0.55330706,0.12083943
0.3518732,0.33846107,0.03811634,0.013412118
0.23642279,0.32873315,0.39044607,0.092310354
0.54123205,0.33890602,0.37382492,0.20232603
0.30261502,0.35251486,0.16489547,0.049899846
0.48556954,0.35138124,0.27635238,0.1341883
0.4314291,0.35704067,0.17242327,0.074388415
0.2931912,0.3446183,0.17540464,0.051427096
0.28230074,0.34337464,0.21634339,0.0610739
0.47804928,0.33521178,0.29879242,0.1428375
0.23203932,0.363794,0.56781185,0.13175468
0.4435629,0.32710162,0.26255867,0.11646128
0.31859848,0.37737685,0.18449044,0.058778375
0.23168148,0.3423043,0.47747797,0.11062281
0.18260173,0.33045563,0.80970687,0.1478539
0.36032638,0.33827215,0.061206248,0.022054225
0.37690768,0.35861322,0.04853829,0.018294454
0.2827724,0.33694077,0.19156174,0.054168373
0.247106,0.32420927,0.31202507,0.07710327
0.16617602,0.3655201,1.1995958,0.19934407
0.44500318,0.3465743,0.2211869,0.098428875
0.275359,0.3572966,0.29756638,0.08193758
0.45560643,0.33907446,0.2557733,0.11653197
0.4624208,0.36985245,0.20018204,0.09256834
0.3715537,0.34191558,0.07976805,0.029638112
0.15277147,0.3451691,1.2593818,0.19239762
0.39162168,0.3476535,0.112272054,0.04396817
0.42330915,0.3296164,0.2213341,0.09369275
0.38341856,0.351757,0.08257704,0.03166157
0.5075482,0.36931282,0.27235913,0.13823539
0.3677645,0.35017902,0.04781725,0.017585486
0.32876906,0.34823546,0.05920995,0.0194664
0.2920343,0.33840895,0.15879864,0.04637465
0.33145532,0.35966048,0.0850949,0.028205156
0.43934563,0.34818214,0.20749834,0.091163486
0.42234102,0.34314498,0.1875168,0.079196036
0.41368592,0.3376607,0.18377522,0.07602522
0.41903445,0.36600554,0.12655024,0.05302891
0.39747941,0.32782072,0.17525108,0.0696587
0.3565382,0.34374398,0.03588459,0.012794226
0.22094452,0.3488839,0.5790565,0.12793937
0.42150182,0.3573162,0.1522784,0.06418562
0.23085612,0.3486372,0.5101925,0.11778107
0.24380662,0.36248565,0.48677525,0.11867903
0.4038502,0.35558826,0.11950456,0.04826194
0.40923706,0.36527076,0.10743478,0.043966293
0.07538076,0.3331885,3.4200733,0.25780773
0.20050198,0.33911255,0.6913177,0.13861057
0.43972257,0.36421388,0.17171893,0.075508684
0.4114286,0.34545475,0.1603531,0.06597385
0.35099527,0.34897152,0.005765766,0.0020237565
0.4165429,0.32988837,0.20803264,0.086654514
0.52422655,0.35005206,0.33225042,0.17417449
0.3793423,0.35502473,0.06410454,0.024317563
0.36426702,0.3407432,0.06457847,0.023523808
0.49950227,0.36452252,0.2702285,0.13497975
0.25978878,0.35472175,0.36542368,0.09493297
0.26484773,0.36061823,0.36160594,0.09577051
0.44634554,0.3485347,0.21913703,0.097810835
0.37430948,0.35725874,0.04555253,0.017050743
0.38350573,0.3325502,0.13286772,0.050955534
0.35542122,0.3627847,0.020717667,0.007363498
0.3181214,0.3285441,0.0327633,0.010422707
0.47724393,0.32988903,0.30876222,0.1473549
0.4671854,0.3481215,0.25485367,0.119063914
0.4988784,0.3557644,0.28687152,0.143114
0.27904525,0.34326136,0.23012793,0.06421611
0.39899433,0.3348287,0.16081838,0.06416562
0.49039292,0.3436181,0.29930046,0.14677483
0.35487664,0.34350318,0.032049052,0.01137346
0.25789228,0.33939528,0.31603506,0.081503004
0.20711906,0.31998152,0.5449158,0.11286245
0.20618857,0.36329767,0.76196796,0.1571091
0.30668208,0.36309052,0.1839313,0.056408435
0.48428386,0.3590828,0.2585283,0.12520108
0.458672,0.36048788,0.2140617,0.09818411
0.34719586,0.37454787,0.07877976,0.027352005
0.34358287,0.35356724,0.029059581,0.009984374
0.20921251,0.32989714,0.5768518,0.12068462
0.49621037,0.34904402,0.29658055,0.14716634
0.47255686,0.35112482,0.25696808,0.121432036
0.04349985,0.34046867,6.8268914,0.29696882
0.29325128,0.35877246,0.22343016,0.06552118
0.2383321,0.3512818,0.47391725,0.1129497
0.3430158,0.35815734,0.044142418,0.015141547
0.34893158,0.3464202,0.0071973484,0.002511382
0.33836967,0.34686363,0.025102604,0.00849396
0.36834657,0.3435638,0.06728114,0.024782777
0.38926575,0.34401083,0.11625712,0.045254916
0.43006587,0.3322364,0.22747552,0.09782946
0.43952325,0.33867687,0.22944492,0.10084638
0.16400911,0.33625472,1.0502197,0.1722456
0.24619858,0.3569337,0.44977972,0.11073513
0.39788544,0.33335745,0.16217731,0.06452799
0.21491875,0.3485574,0.62181014,0.13363867
0.28647828,0.3270584,0.14165166,0.040580124
0.4861048,0.33614635,0.30848992,0.14995843
0.028117804,0.3545666,11.610035,0.3264488
0.21299404,0.34649903,0.6268015,0.13350499
0.3310448,0.3493362,0.05525359,0.018291414
0.24857502,0.34983543,0.40736356,0.10126041
0.4522621,0.33127165,0.26752287,0.120990455
0.43610278,0.37708518,0.13532956,0.0590176
0.31799695,0.34208217,0.07574043,0.024085224
0.46198523,0.35710934,0.22701135,0.10487589
0.3847959,0.34419626,0.10550956,0.040599644
0.41966268,0.34334555,0.1818535,0.07631713
0.13388464,0.33864525,1.5293808,0.20476061
0.19773795,0.35204223,0.7803473,0.15430428
0.50394815,0.36060268,0.2844449,0.14334548
0.205573,0.3392285,0.65016085,0.13365552
0.39674756,0.33597037,0.15318856,0.060777187
0.34985015,0.35608312,0.017816134,0.006232977
0.29639682,0.3428157,0.15661058,0.046418875
0.42528507,0.35312685,0.16967024,0.07215822
0.47159886,0.34065917,0.27765056,0.13093969
0.48251358,0.35976112,0.25440207,0.12275246
0.2799693,0.3648846,0.3033021,0.08491528
0.3399129,0.33076954,0.026899105,0.0091433525
0.2788482,0.35386908,0.2690384,0.07502088
0.47930518,0.3365152,0.2979104,0.14278999
0.42892572,0.36283332,0.15408821,0.0660924
0.48834145,0.34429458,0.29497162,0.14404687
0.26722887,0.34733015,0.29974785,0.08010128
0.22688654,0.34762344,0.5321466,0.1207369
0.14781119,0.35544914,1.4047511,0.20763795
0.32855707,0.37322447,0.13595018,0.044667393
0.45831376,0.33865875,0.26107663,0.11965501
0.48448503,0.34297553,0.2920823,0.1415095
0.22153935,0.345001,0.55728996,0.12346166
0.41323262,0.35536623,0.14003345,0.057866395
0.43820146,0.33649293,0.23210451,0.10170853
0.5210064,0.34986678,0.32847893,0.17113963
0.33101168,0.3629435,0.096467346,0.031931818
0.5047862,0.34257254,0.3213512,0.16221365
0.25280797,0.3650161,0.44384727,0.11220813
0.20586795,0.3427487,0.66489583,0.13688076
0.2999357,0.3213503,0.07139733,0.021414608
0.4798381,0.32747528,0.31752965,0.15236282
0.3680946,0.33197266,0.09813221,0.036121935
0.45394957,0.3419677,0.2466835,0.11198187
0.50469196,0.34434718,0.31770822,0.16034478
0.4775549,0.35542542,0.25573912,0.12212947
