true_value,predicted_mean,relative_error,absolute_error
0.4789028,0.3288073,0.31341538,0.1500955
0.40448686,0.33248228,0.17801465,0.07200459
0.41310352,0.34168494,0.17288302,0.07141858
0.47710916,0.32057995,0.32807842,0.15652922
0.18219073,0.34561318,0.8969855,0.16342245
0.289831,0.33604893,0.15946506,0.04621792
0.4951847,0.34731382,0.2986176,0.14787087
0.28937006,0.32538122,0.124446735,0.03601116
0.33309072,0.33774218,0.013964535,0.004651457
0.51292735,0.35328817,0.31123155,0.15963918
0.48789215,0.33171234,0.32011136,0.15617982
0.44957906,0.32746834,0.27161124,0.122110724
0.28417483,0.35097778,0.23507693,0.06680295
0.2773289,0.34271505,0.23577112,0.06538615
0.3406879,0.347567,0.020191768,0.0068790913
0.38489,0.31144652,0.19081679,0.07344347
0.41254175,0.3616197,0.12343487,0.050922036
0.3732273,0.35352603,0.052786257,0.019701272
0.37848172,0.34877914,0.078478225,0.029702574
0.49619317,0.32692146,0.34114075,0.16927171
0.19194658,0.34737822,0.80976504,0.15543164
0.3943558,0.3409578,0.13540567,0.053398013
0.34826416,0.35892135,0.030600885,0.010657191
0.16946627,0.3432025,1.0251964,0.17373623
0.34654757,0.34648627,0.00017689743,6.130338e-05
0.47914392,0.33986914,0.2906742,0.13927478
0.2621059,0.3268,0.24682418,0.06469408
0.17923127,0.34122375,0.9038181,0.16199248
0.29528207,0.35566196,0.20448208,0.060379893
0.2912223,0.35593542,0.2222121,0.06471312
0.24350932,0.358681,0.47296613,0.11517167
0.33160263,0.33278605,0.0035687909,0.0011834204
0.46069825,0.32042325,0.30448347,0.140275
0.36588192,0.3405171,0.06932514,0.025364816
0.0235622,0.33426565,13.186516,0.31070346
0.49513614,0.32231724,0.3490331,0.1728189
0.39575619,0.3483651,0.11974819,0.047391087
0.369645,0.34249535,0.0734479,0.027149647
0.28007206,0.33652958,0.20158212,0.05645752
0.19964088,0.31955332,0.6006406,0.11991243
0.26433903,0.3365866,0.27331403,0.072247565
0.41088802,0.3391026,0.174708,0.07178542
0.5335801,0.3559019,0.33299258,0.17767823
0.29874504,0.34627014,0.1590825,0.047525108
0.4043271,0.33826226,0.16339453,0.066064835
0.20045483,0.33508235,0.67161024,0.13462752
0.47183785,0.33363724,0.29289854,0.13820061
0.29996902,0.34435195,0.14795838,0.04438293
0.4554663,0.33766395,0.2586412,0.11780235
