epoch,train_loss,test_loss
1,1.1709918026195998,-0.46689265469710034
2,-0.5758044197257742,-0.6039058366859401
3,-0.6312771531404379,-0.6130546940375625
4,-0.013436153130442606,0.16628864314234643
5,-0.007755194697835098,-0.4541817074503612
6,0.24341899220758248,0.06647658947119374
7,-0.06848269608802583,-0.4246417538734314
8,-0.22023002570086983,-0.3536382160620925
9,-0.4388237819136789,-0.18020166058070314
10,-0.3548060077816852,-0.4610245986899108
11,-0.48453379662550355,-0.5819455201519125
12,-0.5940365430787777,-0.5495175483648056
13,-0.6198548798134136,-0.6080389407083944
14,-0.6467505150228772,0.5691402102395157
15,-0.6670388845565677,-0.6462390780092482
16,-0.7027248111752403,-0.6302432220429182
17,-0.7110692068102065,-0.6613986273928557
18,-0.7371762359651521,-0.68090303911839
19,-0.5980061029155687,170.83343590630426
20,-0.5846430434695438,-0.6078312239345209
21,-0.675864376919293,-0.6688364290551823
22,-0.617912095532521,-0.6492589887001632
23,-0.7156853513284163,-0.6492167665910573
24,-0.7258139451780037,-0.6851591681624636
25,-0.7224905370425552,-0.6917707192171135
26,-0.6893852809964305,-0.6735273821290905
27,-0.689069763601218,-0.6568892890564454
28,-0.7027289666651635,-0.6621347691633819
29,-0.7257318970342325,-0.6708482032572781
30,-0.744292237835672,-0.674485906995373
31,-0.7474427848303566,-0.6764719586129542
32,-0.7334094875678828,-0.6806179182305012
33,-0.7465365801785888,-0.6889675079166522
34,-0.7482438348600925,-0.6742675912876924
35,-0.7538275601503491,-0.6846132105837266
36,-0.7597206642306517,-0.6806890378671664
37,-0.7673884090954215,-0.6966703688955785
38,-0.7684865856027029,-0.6948217819364351
39,-0.7184051876236875,-0.6474962840983529
40,-0.7263324341174676,-0.6887448216018117
41,-0.4454314625048796,-0.6112861112955912
42,-0.7024712286081659,-0.6564690363788862
43,-0.7399337539634987,-0.683905682068916
44,-0.7648213656551867,-0.6839109224669727
45,-0.7633062835134002,-0.6860387908731713
46,-0.7699835501847888,-0.7168697199979682
47,-0.7712986030557722,-0.6775300296368423
48,-0.7744460592591097,-0.7070894443280535
49,-0.7766390907673036,-0.6962527327377487
50,-0.7769080189598351,-0.7059370180660928
