epoch,train_loss,test_loss
1,17.613758814591264,-0.14706756926061196
2,-0.14912247147945623,-0.2644707682599992
3,-0.3346024743895386,-0.4625052664750888
4,-0.44194023873909966,-0.2902280020240096
5,-0.45452625623843984,-0.4828094982944521
6,-0.5429060969334443,-0.5501746265608587
7,-0.590253768001172,-0.5806546960347965
8,-0.6377782800437848,-0.6258288750126038
9,-0.6808815318744258,-0.6741663344457378
10,-0.7519504860745333,-0.7123130248514591
11,-0.7833312139453659,-0.7255151413657047
12,-0.7996297187833901,-0.7322844299614245
13,-0.8099634675115249,-0.7185229160213544
14,-0.8182197143645041,-0.7593584464655982
15,-0.8270434890623813,-0.7457479592642666
16,-0.8395381486298351,-0.767946071104135
17,-0.8507889425637035,-0.780031916614116
18,-0.859777206854909,-0.7810930659603558
19,-0.8680817853712435,-0.7927612771452577
20,-0.8755735249339163,-0.7984032519253683
21,-0.8847663337599408,-0.7853556159515808
22,-0.9018148470421088,-0.8148701722423236
23,-0.9069541432901906,-0.8207048130624088
24,-0.9114741329491335,-0.814761377963019
25,-0.9159698328666331,-0.8417435852005893
26,-0.9200542912556334,-0.8372848393648495
27,-0.9224488583412777,-0.8356404288637417
28,-0.7549145577336699,-0.7602546871743269
29,-0.7719006516520844,-0.8014494562314616
30,-0.8265396835770038,-0.7140425732842198
31,-0.858691074141798,-0.7890261739032504
32,-0.8721710918767037,-0.8244649117881501
33,-0.8831357990206921,-0.7277379768774097
34,-0.8583539309630911,-0.7701018624697571
35,-0.6019640793719891,-0.7671565330322878
36,-0.5888318332322228,-0.7731999216762222
37,-0.8469024325709745,-0.8047929588107415
38,-0.823271306931385,-0.7997644051449534
39,-0.7709719521959536,-0.7886877288696943
40,-0.8586133932296967,-0.8118676072193517
41,-0.8661302978015808,-0.8105551403797703
42,-0.8141079840024879,-0.7928555050197943
43,-0.7876693363426924,-0.7851986315147377
44,-0.8324826004112146,-0.8119079902561175
45,-0.8920491758207633,-0.8426447865403729
46,-0.8828585033936411,-0.8185971054030053
47,-0.8723663717736811,-0.8221011125011208
48,-0.8544962462139809,-0.7869147157687464
49,-0.8674158621885429,-0.8456773745149007
50,-0.901828192149953,-0.8037753840356513
