epoch,train_loss,test_loss
1,5.984614129849118,5.221607585211058
2,0.8365879341567892,0.035319183443396074
3,0.027890999321641803,-0.14194012065166356
4,-0.2780276961783145,-0.3834590007475502
5,-0.3849550783634186,-0.43961615598685033
6,-0.3333394850822205,-0.45020441376176235
7,-0.45361452162446947,-0.14480983722652938
8,-0.48108681655944663,-0.5176497782404358
9,-0.531350269687212,-0.5804127019804877
10,-0.5624680790857703,-0.6068310284030598
11,-0.4439594855922696,-0.46805248248416026
12,-0.456938088574308,-0.3484100801618518
13,-0.3965141699510686,-0.40715489143858086
14,-0.47836675542466184,-0.4891563564337589
15,-0.5209830887049527,-0.5113199715678757
16,-0.37129322881031906,1.6391287301037762
17,-0.3007165834440009,-0.42262152803910746
18,-0.6631284216617016,-0.6479289157165063
19,-0.6681150332047947,-0.6931536550054679
20,-0.6932465263775417,-0.6201839861837594
21,-0.26379846909513704,-0.25974680723723126
22,-0.4746327721329808,-0.404929369486667
23,-0.31502359866385427,0.11864196602255106
24,-0.28383790309566403,-0.32534638657612175
25,-0.18026344717047135,-0.16830844820376384
26,-0.33434311984429604,-0.3569316116123888
27,-0.38576477949470733,-0.34840391395059794
28,-0.3823365364620026,-0.46608302800135837
29,-0.5105202998796132,-0.5618492878369383
30,-0.4875856208866943,-0.5794792465261511
31,-0.4877871661744219,-0.3564024453076559
32,-0.3439675977447928,-0.3413945282683582
33,-0.34302839863405626,-0.23479750714692715
34,-0.1469821986178995,-0.4505615221286142
35,-0.5420263273737713,-0.545609437533327
36,-0.5125537185864608,-0.19619695316194682
37,-0.22115586153557099,-0.03127175627427327
38,0.08887672951193046,-0.03673674613614944
39,-0.3011308100455268,-0.45899391320307514
40,-0.49597553161502245,-0.4878762427818131
41,-0.5041077106194656,-0.29704424098285065
42,-0.5413477512297297,-0.5522744967728048
43,-0.533020146168474,-0.513072663502818
44,-0.5263372271075437,-0.547363388981368
45,-0.5416871701511569,-0.4847465010762617
46,-0.5324091377772822,-0.548869051441953
47,-0.3694669512556271,-0.4112384837825556
48,-0.3696139154100853,-0.5171887624908138
49,-0.35057413626298034,-0.4949370092032729
50,-0.488660598960691,-0.47266696061234215
51,-0.4336232409888941,-0.4936048938213168
52,-0.5334083635393971,-0.5652824612082662
53,-0.5489111626039522,-0.5536269342174401
54,-0.3514329084962335,-0.355195845905188
55,-0.3190928745935572,-0.43686948585751895
56,-0.5224916671365952,-0.42790934201833364
57,-0.5181238261761999,-0.5373975878229013
58,-0.5660309606772426,-0.5844501735189477
59,-0.5697370229521058,-0.5887186795070365
60,-0.578994297600807,-0.5978369567845319
61,-0.5853858668028765,-0.6006233237079672
62,-0.5534230072991102,-0.5862663329855816
63,-0.5869791866435831,-0.5872338629654936
64,-0.5755425971510925,-0.5929649421894873
65,-0.5434714245941139,-0.3156956039067056
