epoch,train_loss,test_loss
1,3.673253387337307,0.305802792138277
2,0.2318068687315913,-0.017332672432729332
3,-0.08179783964112802,-0.23582456457156867
4,-0.3327706997448403,-0.4611890675140856
5,-0.3606058981122398,-0.48324031457177813
6,-0.4755321211580719,-0.5701980547909545
7,-0.5450997299558588,-0.5886356229790559
8,-0.5842418542024213,-0.6324402176530288
9,-0.5768511096259018,-0.591824963669779
10,-0.6485445818164609,-0.6704465804332327
11,-0.6836521932940172,-0.7225857035800458
12,-0.7167904210987425,-0.7484947313513264
13,-0.7449240405282351,-0.7842798287544793
14,-0.7664943118905224,-0.774485332360523
15,-0.7930186062960639,-0.7958595881162294
16,-0.792218478979673,-0.8105169343619064
17,-0.8031107407731307,-0.8367105054545118
18,-0.8103870705313596,-0.8162855760292898
19,-0.8344103503055124,-0.8596666296785094
20,-0.8423705055494439,-0.8230123742652021
21,-0.8394135069271895,-0.8332401211230472
22,-0.8570021944839541,-0.8455163134268323
23,-0.8561101445764031,-0.8831771714517485
24,-0.8696955302701895,-0.8558412769574151
25,-0.8549279986362689,-0.7753469709421384
26,-0.8575176612720301,-0.8876626870559955
27,-0.8513461286400227,-0.8752649917995157
28,-0.8672576369123256,-0.8889201801022317
29,-0.8688452350241798,-0.8840403311088071
30,-0.8780043682247672,-0.8829225356064406
31,-0.884360688956494,-0.9161177525239593
32,-0.8986180955289345,-0.8942004834769021
33,-0.9060619227067316,-0.9368980002014201
34,-0.9110985429770678,-0.9189461643709054
35,-0.9106088799047978,-0.9095807560042513
36,-0.9153027313232059,-0.9038429916820429
37,-0.9200693293726553,-0.9381994595020094
38,-0.9224971373845741,-0.9247396498959854
39,-0.9184954634055178,-0.9406296823542476
40,-0.9158090160519881,-0.9452091628755522
41,-0.9239453758285763,-0.9479385250766122
42,-0.9264683370169897,-0.950864148806183
43,-0.9222405842055303,-0.9533084043565464
44,-0.935719521937037,-0.9292068741198489
45,-0.9369281607603592,-0.9536186335322291
46,-0.9378104466254226,-0.9539281509708575
47,-0.9428903358594987,-0.9646969481940308
48,-0.9489501270615583,-0.9724299181252718
49,-0.945913578012794,-0.9701548351082989
50,-0.9537434078141549,-0.9820147691097479
