lr,hidden_features,num_layers,num_bins,final_train_loss,final_test_loss,mean_setup_error
0.0001,16,2,10,-0.9764433545952148,-0.3983867421178878,1.9709570407867432
0.0001,16,3,10,-1.0017750105596965,-1.0037123453660324,0.11382753401994705
0.0001,32,2,10,-1.016318910525925,-1.0073780621475072,0.1103801429271698
0.0001,32,3,10,-1.0247860120830203,-1.031912506745537,0.10057365149259567
